customer_no,num_stb_last_5_years,num_yrs_donor,num_yrs_sub,num_yrs_stb,Donor_Category
2220969,11,13,10,20,Under-Patron
2220986,1,1,1,3,Under-Patron
2220991,14,3,16,16,Under-Patron
2221811,0,1,0,2,Under-Patron
2223206,1,10,15,16,Under-Patron
2223468,10,1,9,7,Under-Patron
2223501,4,14,14,17,Under-Patron
2223858,4,2,2,16,Under-Patron
2224486,5,9,4,14,Under-Patron
2224812,10,6,7,14,Under-Patron
2224957,3,4,0,7,Under-Patron
2226133,5,5,0,9,Under-Patron
2226174,1,1,3,13,Under-Patron
2226554,6,9,20,18,Under-Patron
2227797,0,7,9,12,Under-Patron
2227826,8,16,20,14,Under-Patron
2227891,1,5,7,8,Under-Patron
2228092,0,2,0,1,Under-Patron
2228390,4,17,20,14,Under-Patron
2228404,4,7,8,6,Under-Patron
2228995,3,3,8,10,Under-Patron
2229053,2,1,5,6,Under-Patron
2229284,2,9,12,13,Under-Patron
2229363,1,1,1,8,Under-Patron
2229515,0,12,0,3,Under-Patron
2229850,8,3,12,6,Under-Patron
2230281,3,4,11,10,Under-Patron
2230317,8,9,20,17,Under-Patron
2230965,0,13,16,12,Under-Patron
2231366,1,14,15,14,Under-Patron
2231817,5,11,16,12,Under-Patron
2231894,10,5,10,14,Under-Patron
2232354,4,8,15,13,Under-Patron
2232905,3,4,0,6,Under-Patron
2233320,4,8,7,12,Under-Patron
2233370,7,2,0,2,Under-Patron
2233525,1,1,1,5,Under-Patron
2233732,0,1,0,1,Under-Patron
2233790,16,8,18,18,Under-Patron
2233797,5,2,10,10,Under-Patron
2233915,0,1,2,7,Under-Patron
2233994,1,1,0,5,Under-Patron
2234602,9,6,4,11,Under-Patron
2234883,1,1,1,4,Under-Patron
2234981,20,14,18,18,Under-Patron
2235169,11,12,15,18,Under-Patron
2235950,0,3,0,1,Under-Patron
2236071,0,3,5,10,Under-Patron
2236305,6,2,4,12,Under-Patron
2236430,0,10,11,12,Under-Patron
2236602,1,11,12,10,Under-Patron
2236902,3,8,14,15,Under-Patron
2237176,0,3,1,5,Under-Patron
2237264,17,6,8,10,Under-Patron
2237265,0,13,18,15,Under-Patron
2237445,0,13,15,11,Under-Patron
2237588,1,7,1,6,Under-Patron
2237676,0,10,12,12,Under-Patron
2237866,2,6,6,8,Under-Patron
2237912,2,5,1,8,Under-Patron
2238119,6,5,14,13,Under-Patron
2238532,10,9,13,13,Under-Patron
2238707,3,9,9,14,Under-Patron
2238848,12,13,19,20,Under-Patron
2239041,1,1,1,9,Under-Patron
2239190,3,1,4,3,Under-Patron
2239462,3,5,4,9,Under-Patron
2239512,0,3,0,2,Under-Patron
2239612,3,10,16,16,Under-Patron
2239919,1,3,3,6,Under-Patron
2240194,1,2,1,9,Under-Patron
2240204,5,15,19,16,Under-Patron
2240352,0,1,0,2,Under-Patron
2240458,5,1,0,4,Under-Patron
2240508,5,16,15,16,Under-Patron
2240624,3,2,0,10,Under-Patron
2240625,3,17,0,13,Under-Patron
2240982,1,8,12,10,Under-Patron
2241201,5,6,8,9,Under-Patron
2241354,0,4,7,7,Under-Patron
2241764,1,16,10,15,Under-Patron
2241884,0,3,3,1,Under-Patron
2242287,0,5,0,5,Under-Patron
2242323,2,2,1,6,Under-Patron
2242591,5,3,9,13,Under-Patron
2242886,6,7,12,13,Under-Patron
2243172,2,1,14,12,Under-Patron
2243650,0,17,4,9,Under-Patron
2243667,5,4,0,11,Under-Patron
2244011,10,7,15,16,Under-Patron
2244049,8,6,0,13,Under-Patron
2244664,4,11,12,8,Under-Patron
2244673,3,11,16,15,Under-Patron
2244858,1,1,0,7,Under-Patron
2244969,12,13,12,14,Under-Patron
2245220,5,12,0,14,Under-Patron
2245481,5,15,16,13,Under-Patron
2245596,18,19,18,19,Under-Patron
2245602,14,17,18,17,Under-Patron
2245653,7,5,10,11,Under-Patron
2246203,3,2,2,6,Under-Patron
2246487,7,3,0,4,Under-Patron
2246506,3,8,7,13,Under-Patron
2246616,0,11,2,9,Under-Patron
2246693,0,8,6,8,Under-Patron
2246719,2,2,16,4,Under-Patron
2247032,3,1,1,5,Under-Patron
2247310,0,12,13,6,Under-Patron
2247494,1,1,0,3,Under-Patron
2247539,1,11,15,12,Under-Patron
2247677,0,14,14,4,Under-Patron
2247748,1,7,11,7,Under-Patron
2247762,4,11,17,7,Under-Patron
2248156,4,18,10,9,Under-Patron
2248275,1,6,4,4,Under-Patron
2248289,3,11,18,11,Under-Patron
2248436,3,17,18,13,Under-Patron
2248506,2,1,4,8,Under-Patron
2248613,7,13,18,13,Under-Patron
2248868,12,4,11,13,Under-Patron
2248869,0,1,6,4,Under-Patron
2248936,6,4,7,8,Under-Patron
2249146,6,3,17,8,Under-Patron
2249406,1,15,13,12,Under-Patron
2249625,12,6,14,15,Under-Patron
2250154,0,12,0,1,Under-Patron
2250261,9,3,12,12,Under-Patron
2250466,0,1,13,4,Under-Patron
2250471,4,3,8,7,Under-Patron
2250533,1,1,0,1,Under-Patron
2250658,0,6,8,7,Under-Patron
2250669,4,11,11,12,Under-Patron
2250688,11,6,0,16,Under-Patron
2250841,6,9,0,9,Under-Patron
2250961,4,6,5,6,Under-Patron
2251067,0,5,0,5,Under-Patron
2251674,0,10,8,7,Under-Patron
2251680,7,1,0,7,Under-Patron
2251927,66,8,7,9,Under-Patron
2252061,1,1,1,11,Under-Patron
2252254,2,2,3,7,Under-Patron
2252326,2,1,0,1,Under-Patron
2252581,1,5,8,6,Under-Patron
2252705,8,3,1,11,Under-Patron
2252857,1,10,15,6,Under-Patron
2252880,0,1,2,9,Under-Patron
2253211,1,4,0,6,Under-Patron
2253352,5,10,8,12,Under-Patron
2253433,3,3,10,11,Under-Patron
2253838,0,13,13,11,Under-Patron
2253852,3,1,0,7,Under-Patron
2253860,0,2,0,4,Under-Patron
2254145,0,1,0,7,Under-Patron
2255023,1,9,3,11,Under-Patron
2255446,1,14,18,17,Under-Patron
2255519,8,1,7,9,Under-Patron
2255543,40,2,15,16,Under-Patron
2255965,0,11,0,1,Under-Patron
2255974,9,11,16,12,Under-Patron
2256023,9,6,7,6,Under-Patron
2256112,4,5,5,13,Under-Patron
2256272,15,4,17,15,Under-Patron
2256473,2,1,0,4,Under-Patron
2256502,0,10,1,2,Under-Patron
2256672,20,7,11,14,Under-Patron
2257773,9,4,15,16,Under-Patron
2257913,4,1,6,8,Under-Patron
2258293,17,3,12,13,Under-Patron
2258344,1,1,0,3,Under-Patron
2258355,0,8,13,12,Under-Patron
2258488,1,1,0,3,Under-Patron
2259039,1,1,0,8,Under-Patron
2259228,1,1,0,6,Under-Patron
2259345,0,8,14,15,Under-Patron
2259492,1,14,15,7,Under-Patron
2259643,0,5,0,1,Under-Patron
2259808,0,17,0,1,Under-Patron
2259942,0,1,3,3,Under-Patron
2259993,5,7,5,13,Under-Patron
2260406,2,1,3,7,Under-Patron
2260518,2,4,3,5,Under-Patron
2260644,11,8,15,14,Under-Patron
2260704,0,1,0,2,Under-Patron
2260992,1,1,3,2,Under-Patron
2261029,3,3,16,12,Under-Patron
2261302,9,11,15,16,Under-Patron
2261470,0,10,0,4,Under-Patron
2261581,3,2,13,15,Under-Patron
2261624,12,7,10,13,Under-Patron
2261951,5,2,0,2,Under-Patron
2261972,3,11,13,13,Under-Patron
2262287,0,2,2,5,Under-Patron
2262465,16,5,16,14,Under-Patron
2262675,8,2,0,10,Under-Patron
2262711,5,3,13,16,Under-Patron
2263001,0,10,16,12,Under-Patron
2263036,2,2,19,17,Under-Patron
2263142,10,2,0,10,Under-Patron
2263665,1,2,0,4,Under-Patron
2263692,3,2,3,1,Under-Patron
2263817,0,10,1,6,Under-Patron
2263827,1,1,0,2,Under-Patron
2263844,0,5,2,2,Under-Patron
2263909,9,8,13,10,Under-Patron
3001311,2,1,0,1,Under-Patron
3006075,3,1,0,6,Under-Patron
3006086,5,2,7,6,Under-Patron
3006153,1,10,12,9,Under-Patron
3006547,3,4,9,10,Under-Patron
3006574,11,3,6,6,Under-Patron
3006632,1,1,0,6,Under-Patron
3006646,1,1,0,3,Under-Patron
3006711,3,2,11,13,Under-Patron
3006795,9,11,16,12,Under-Patron
3006841,1,2,0,2,Under-Patron
3006949,5,4,3,9,Under-Patron
3007029,2,7,5,8,Under-Patron
3007216,0,2,11,7,Under-Patron
3007224,13,4,11,9,Under-Patron
3007266,1,4,5,6,Under-Patron
3007332,21,4,12,13,Under-Patron
3007473,1,3,0,8,Under-Patron
3007526,3,15,15,12,Under-Patron
3007586,2,1,0,6,Under-Patron
3007640,5,12,12,11,Under-Patron
3007840,0,5,4,1,Under-Patron
3007847,6,3,0,12,Under-Patron
3007850,3,2,7,7,Under-Patron
3007915,6,2,4,10,Under-Patron
3008009,1,1,0,2,Under-Patron
3008342,0,1,1,10,Under-Patron
3008402,2,11,0,3,Under-Patron
3008416,0,6,6,3,Under-Patron
3008509,7,2,9,13,Under-Patron
3008602,4,3,4,9,Under-Patron
3008810,7,12,15,15,Under-Patron
3008856,5,4,4,4,Under-Patron
3008886,8,2,15,13,Under-Patron
3008890,7,8,13,13,Under-Patron
3008941,5,2,12,13,Under-Patron
3009000,0,6,5,9,Under-Patron
3009044,1,6,6,9,Under-Patron
3009151,1,1,2,7,Under-Patron
3009179,13,9,14,19,Under-Patron
3009742,1,6,3,7,Under-Patron
3009956,0,3,3,3,Under-Patron
3009986,9,9,4,15,Under-Patron
3010011,1,1,2,6,Under-Patron
3010034,0,4,0,3,Under-Patron
3010172,14,15,15,15,Under-Patron
3010242,19,7,14,16,Under-Patron
3010263,3,4,10,13,Under-Patron
3010463,0,8,7,5,Under-Patron
3010481,10,11,12,7,Under-Patron
3010587,3,1,10,9,Under-Patron
3010607,11,5,5,9,Under-Patron
3010808,7,10,11,14,Under-Patron
3010864,0,5,3,6,Under-Patron
3011131,0,5,5,6,Under-Patron
3011160,6,1,5,10,Under-Patron
3011359,2,2,1,4,Under-Patron
3011557,9,9,15,12,Under-Patron
3011856,0,6,6,2,Under-Patron
3012405,1,13,14,12,Under-Patron
3012661,2,12,0,3,Under-Patron
3013046,1,2,0,4,Under-Patron
3013176,0,7,7,6,Under-Patron
3013269,0,12,15,3,Under-Patron
3013322,5,2,0,10,Under-Patron
3013433,0,3,2,4,Under-Patron
3013467,1,1,0,3,Under-Patron
3013931,4,4,6,9,Under-Patron
3014159,1,1,9,4,Under-Patron
3014441,1,4,0,3,Under-Patron
3015080,3,2,1,4,Under-Patron
3015093,1,1,0,6,Under-Patron
3015239,7,2,0,10,Under-Patron
3015368,1,5,6,6,Under-Patron
3015503,20,1,15,14,Under-Patron
3015617,7,7,14,10,Under-Patron
3015996,0,3,0,2,Under-Patron
3015999,6,3,0,12,Under-Patron
3016584,3,1,10,9,Under-Patron
3016742,2,2,0,5,Under-Patron
3016939,6,5,10,10,Under-Patron
3017138,2,1,0,7,Under-Patron
3017152,0,6,7,3,Under-Patron
3017163,0,1,1,8,Under-Patron
3017302,11,6,13,13,Under-Patron
3017326,6,5,14,12,Under-Patron
3017347,1,1,0,2,Under-Patron
3017562,0,4,7,8,Under-Patron
3017591,1,9,6,9,Under-Patron
3017612,0,1,8,8,Under-Patron
3017718,0,6,2,5,Under-Patron
3018004,0,1,0,1,Under-Patron
3018087,22,15,15,17,Under-Patron
3018446,4,5,12,10,Under-Patron
3018731,0,1,0,3,Under-Patron
3018781,3,11,12,5,Under-Patron
3019044,2,1,8,9,Under-Patron
3019306,3,7,14,5,Under-Patron
3020597,1,1,6,7,Under-Patron
3020716,16,4,10,9,Under-Patron
3020724,5,4,6,6,Under-Patron
3020793,0,2,0,5,Under-Patron
3020969,5,2,3,6,Under-Patron
3021228,16,2,6,7,Under-Patron
3021254,3,1,1,5,Under-Patron
3021299,0,4,3,3,Under-Patron
3021520,11,3,5,6,Under-Patron
3021575,6,3,3,9,Under-Patron
3021672,1,1,1,5,Under-Patron
3021783,16,5,12,14,Under-Patron
3021931,4,2,0,10,Under-Patron
3021988,10,2,8,12,Under-Patron
3022126,0,9,0,3,Under-Patron
3022176,12,12,13,12,Under-Patron
3022216,4,13,3,9,Under-Patron
3022220,7,1,7,8,Under-Patron
3022369,10,9,8,11,Under-Patron
3022371,5,1,2,3,Under-Patron
3022738,0,2,5,1,Under-Patron
3022882,1,1,5,5,Under-Patron
3022907,1,6,0,3,Under-Patron
3022908,1,1,0,3,Under-Patron
3023026,0,4,10,2,Under-Patron
3023352,1,10,12,7,Under-Patron
3023538,2,1,0,3,Under-Patron
3023585,0,2,6,9,Under-Patron
3023934,1,1,8,9,Under-Patron
3024001,6,1,4,8,Under-Patron
3024253,2,1,1,6,Under-Patron
3024527,5,1,3,6,Under-Patron
3024764,2,3,6,7,Under-Patron
3024827,0,10,0,5,Under-Patron
3025051,9,2,0,6,Under-Patron
3025867,9,1,5,7,Under-Patron
3025913,12,2,12,12,Under-Patron
3026333,0,10,4,4,Under-Patron
3026785,0,1,3,1,Under-Patron
3026884,0,2,13,2,Under-Patron
3024584,12,9,0,10,Under-Patron
3047970,0,1,6,3,Under-Patron
3048046,1,1,4,1,Under-Patron
3048075,0,2,0,4,Under-Patron
3048105,2,1,0,6,Under-Patron
3048969,8,4,4,12,Under-Patron
3049078,2,1,0,4,Under-Patron
3049252,0,3,6,5,Under-Patron
3049321,9,3,10,9,Under-Patron
3049573,1,1,0,5,Under-Patron
3049610,0,5,0,4,Under-Patron
56643,0,14,13,13,Under-Patron
3049710,0,1,0,1,Under-Patron
3049930,3,6,11,8,Under-Patron
3050111,1,2,0,4,Under-Patron
154338,3,20,22,17,Under-Patron
3050436,1,2,3,6,Under-Patron
164835,0,18,1,7,Under-Patron
3050636,4,2,0,6,Under-Patron
3050757,2,1,0,3,Under-Patron
2258822,7,15,16,17,Under-Patron
3051022,0,8,0,1,Under-Patron
3051127,0,8,0,2,Under-Patron
3051583,11,4,6,10,Under-Patron
3051685,14,1,8,11,Under-Patron
11146,1,2,6,9,Under-Patron
3052371,1,1,0,2,Under-Patron
3052405,2,1,3,6,Under-Patron
3052856,2,1,0,4,Under-Patron
3052953,6,9,11,11,Under-Patron
3053402,5,6,0,5,Under-Patron
3053571,1,3,0,3,Under-Patron
3053615,4,5,9,8,Under-Patron
3053716,6,3,9,11,Under-Patron
193594,8,1,12,10,Under-Patron
3054099,2,10,11,5,Under-Patron
3054473,2,1,0,4,Under-Patron
3054938,0,1,6,5,Under-Patron
3055036,1,4,4,7,Under-Patron
3055242,2,1,0,3,Under-Patron
3055429,0,5,0,6,Under-Patron
60604,10,20,22,19,Under-Patron
3055607,1,1,0,2,Under-Patron
3055636,2,2,0,4,Under-Patron
3055809,6,5,6,7,Under-Patron
3055810,1,1,0,2,Under-Patron
3055835,2,3,0,5,Under-Patron
241040,2,16,16,9,Under-Patron
3056577,4,4,0,6,Under-Patron
3057002,6,4,2,12,Under-Patron
3057156,5,7,12,7,Under-Patron
2217115,0,14,11,12,Under-Patron
3012713,0,10,10,8,Under-Patron
235038,3,2,2,3,Under-Patron
87671,21,4,22,21,Under-Patron
3057892,9,3,5,8,Under-Patron
3058138,4,4,9,9,Under-Patron
3058723,0,7,9,2,Under-Patron
97367,0,10,5,3,Under-Patron
3058912,4,6,10,5,Under-Patron
3026417,5,12,13,10,Under-Patron
3058959,8,7,12,10,Under-Patron
2233828,5,9,14,12,Under-Patron
2230241,1,2,6,9,Under-Patron
3059115,1,1,1,1,Under-Patron
3059117,0,1,6,3,Under-Patron
3059254,0,1,0,1,Under-Patron
3055993,6,8,8,11,Under-Patron
3059595,8,2,8,10,Under-Patron
3059858,3,2,0,7,Under-Patron
3059866,2,3,2,7,Under-Patron
3059920,3,2,6,3,Under-Patron
3059964,3,11,10,12,Under-Patron
168171,3,2,0,3,Under-Patron
3058788,14,11,12,13,Under-Patron
3060365,1,1,0,3,Under-Patron
3060456,0,1,0,3,Under-Patron
3060660,10,2,0,11,Under-Patron
3060777,5,2,1,6,Under-Patron
3060926,5,2,0,4,Under-Patron
3048574,7,12,11,12,Under-Patron
3061315,3,3,0,6,Under-Patron
3061512,5,4,11,7,Under-Patron
246800,14,13,14,15,Under-Patron
3061676,2,5,5,5,Under-Patron
3061789,7,14,22,19,Under-Patron
3059262,3,3,0,7,Under-Patron
4380,0,2,0,11,Under-Patron
3062054,1,5,0,5,Under-Patron
3062065,21,4,11,11,Under-Patron
3062162,8,5,9,11,Under-Patron
218470,1,3,4,10,Under-Patron
197453,5,13,7,14,Under-Patron
3062579,0,2,3,4,Under-Patron
3062797,0,3,3,6,Under-Patron
3062838,0,3,7,3,Under-Patron
3062972,13,4,10,13,Under-Patron
3063103,8,8,10,10,Under-Patron
3063195,6,7,11,7,Under-Patron
3063340,4,1,3,9,Under-Patron
3063380,1,1,0,5,Under-Patron
3063411,0,5,0,2,Under-Patron
3063557,4,3,0,7,Under-Patron
3063579,1,6,0,7,Under-Patron
3063619,6,4,0,8,Under-Patron
243734,2,21,21,10,Under-Patron
3063648,10,9,11,11,Under-Patron
3063722,1,2,0,4,Under-Patron
3063978,5,3,1,5,Under-Patron
3064145,0,4,0,1,Under-Patron
3064284,2,1,6,8,Under-Patron
3027366,7,4,7,6,Under-Patron
3064395,17,5,4,12,Under-Patron
3064402,1,1,0,3,Under-Patron
3064503,2,1,0,2,Under-Patron
3064570,1,1,7,3,Under-Patron
3064576,0,3,7,5,Under-Patron
3064721,4,2,0,7,Under-Patron
104152,20,9,22,21,Under-Patron
3064895,1,1,0,3,Under-Patron
3064987,4,7,11,6,Under-Patron
3065200,1,1,0,1,Under-Patron
3065247,0,3,4,3,Under-Patron
3065498,4,1,2,3,Under-Patron
3065576,19,9,10,12,Under-Patron
3065777,8,6,2,9,Under-Patron
3065890,5,6,7,10,Under-Patron
3066077,6,2,0,9,Under-Patron
3066078,0,6,0,4,Under-Patron
3066169,0,7,8,5,Under-Patron
3066277,1,1,0,3,Under-Patron
3055140,11,8,12,14,Under-Patron
129749,0,12,10,10,Under-Patron
3066508,3,1,0,4,Under-Patron
3066633,10,4,6,7,Under-Patron
171592,1,13,0,8,Under-Patron
3066875,2,1,0,7,Under-Patron
246526,1,14,14,12,Under-Patron
99122,4,11,15,8,Under-Patron
169337,8,6,8,14,Under-Patron
145341,1,1,0,1,Under-Patron
2230450,4,12,17,15,Under-Patron
153673,4,1,0,6,Under-Patron
22625,0,10,15,13,Under-Patron
3067312,9,2,11,10,Under-Patron
4005,0,7,7,7,Under-Patron
153254,5,10,20,16,Under-Patron
20091,0,8,22,14,Under-Patron
58241,0,8,13,13,Under-Patron
240326,1,10,20,14,Under-Patron
3067590,2,3,0,5,Under-Patron
3067613,8,7,8,8,Under-Patron
110605,0,7,7,8,Under-Patron
3067793,1,3,0,2,Under-Patron
3067794,3,1,6,6,Under-Patron
3067804,2,1,2,4,Under-Patron
3067809,0,4,4,3,Under-Patron
3067861,0,11,1,3,Under-Patron
3067892,14,3,6,7,Under-Patron
3068117,1,1,0,2,Under-Patron
3068223,4,9,11,9,Under-Patron
3068340,6,2,5,3,Under-Patron
3015575,11,9,13,12,Under-Patron
3068410,4,1,3,5,Under-Patron
3068469,1,4,6,6,Under-Patron
105559,10,20,22,20,Under-Patron
3068591,12,2,9,8,Under-Patron
3068600,0,6,7,6,Under-Patron
3068866,3,2,0,7,Under-Patron
3068108,14,8,11,10,Under-Patron
3068915,1,1,1,3,Under-Patron
3068994,1,1,0,5,Under-Patron
3069006,1,3,5,6,Under-Patron
3069015,0,3,0,2,Under-Patron
3069217,19,6,12,14,Under-Patron
3069226,0,8,0,1,Under-Patron
3069507,1,3,0,2,Under-Patron
3069883,0,7,1,2,Under-Patron
2217885,9,1,5,16,Under-Patron
3069964,2,2,4,2,Under-Patron
3070350,2,1,1,2,Under-Patron
15182,2,11,6,10,Under-Patron
3070452,13,3,4,11,Under-Patron
3070624,4,3,0,5,Under-Patron
3070712,6,1,1,3,Under-Patron
3070869,2,6,4,3,Under-Patron
3070975,2,3,0,5,Under-Patron
3067286,40,1,10,10,Under-Patron
3071022,4,1,0,4,Under-Patron
3071127,2,1,0,4,Under-Patron
3071171,8,3,6,8,Under-Patron
3071457,3,4,8,8,Under-Patron
3071485,12,7,8,9,Under-Patron
3052747,5,1,7,11,Under-Patron
3071791,0,7,0,1,Under-Patron
3071837,1,3,0,2,Under-Patron
3071934,3,4,5,6,Under-Patron
3072020,27,2,9,10,Under-Patron
3072031,2,1,0,1,Under-Patron
3072125,3,1,0,2,Under-Patron
3072241,0,2,0,5,Under-Patron
13159,6,5,13,12,Under-Patron
3072457,4,2,8,9,Under-Patron
3072512,2,1,4,3,Under-Patron
2233908,4,12,12,16,Under-Patron
3072625,1,2,0,3,Under-Patron
3026824,2,8,11,11,Under-Patron
3072901,1,1,0,2,Under-Patron
3072921,4,1,7,8,Under-Patron
3073031,0,1,0,1,Under-Patron
3073096,13,4,5,8,Under-Patron
3073163,1,2,0,1,Under-Patron
3073577,5,3,5,5,Under-Patron
3073790,5,6,10,9,Under-Patron
3073813,0,1,0,4,Under-Patron
3074241,2,1,1,3,Under-Patron
3075101,19,3,10,9,Under-Patron
57626,1,1,11,12,Under-Patron
3075181,0,1,4,4,Under-Patron
3075204,5,5,10,6,Under-Patron
204764,4,12,19,16,Under-Patron
73639,1,17,22,12,Under-Patron
2225747,4,1,0,5,Under-Patron
3075315,0,1,2,2,Under-Patron
91863,5,7,22,14,Under-Patron
3075416,3,4,1,6,Under-Patron
3075645,0,1,2,3,Under-Patron
3075659,1,2,3,6,Under-Patron
3075915,2,2,0,3,Under-Patron
3076058,3,1,0,2,Under-Patron
3076087,1,1,0,2,Under-Patron
3076157,3,5,0,7,Under-Patron
3076184,4,4,2,4,Under-Patron
3076191,1,1,2,3,Under-Patron
3076200,1,1,0,2,Under-Patron
3076492,1,1,1,1,Under-Patron
3076524,11,1,5,5,Under-Patron
3076538,7,3,0,6,Under-Patron
3076653,0,2,1,4,Under-Patron
3076702,2,1,0,2,Under-Patron
3076734,1,4,2,5,Under-Patron
3076739,2,3,7,6,Under-Patron
3076748,0,2,0,5,Under-Patron
99022,0,19,22,9,Under-Patron
3076877,9,5,0,8,Under-Patron
3076933,0,8,0,5,Under-Patron
3077025,2,1,1,3,Under-Patron
3076710,0,4,0,7,Under-Patron
3048081,0,4,0,3,Under-Patron
3077146,1,1,0,3,Under-Patron
3077266,0,1,1,1,Under-Patron
3077306,1,1,0,2,Under-Patron
3077318,1,1,0,2,Under-Patron
3077517,0,3,7,5,Under-Patron
3077523,3,2,1,3,Under-Patron
3077528,2,3,0,4,Under-Patron
3077596,2,1,1,2,Under-Patron
3077747,2,3,3,3,Under-Patron
3077806,1,1,0,2,Under-Patron
3077809,1,4,0,3,Under-Patron
3077871,7,2,0,5,Under-Patron
3077976,2,1,0,3,Under-Patron
3078025,2,3,1,6,Under-Patron
3078141,4,2,5,3,Under-Patron
3078546,1,1,3,4,Under-Patron
3078735,0,1,2,5,Under-Patron
3078737,1,2,0,3,Under-Patron
3078814,0,1,0,1,Under-Patron
3078822,2,1,0,3,Under-Patron
3079007,0,8,0,1,Under-Patron
3079124,12,1,9,8,Under-Patron
81478,3,12,14,17,Under-Patron
252240,13,11,19,20,Under-Patron
3079159,3,1,0,3,Under-Patron
3079177,4,1,0,5,Under-Patron
3079207,5,4,0,6,Under-Patron
3079250,2,1,0,5,Under-Patron
3079483,1,1,3,4,Under-Patron
3079496,1,1,0,2,Under-Patron
3079744,1,6,4,6,Under-Patron
3079915,3,4,0,4,Under-Patron
3079920,1,1,0,4,Under-Patron
3079931,1,1,0,3,Under-Patron
244696,0,13,17,16,Under-Patron
3079947,1,1,1,5,Under-Patron
3079979,4,2,0,6,Under-Patron
3080043,1,2,0,3,Under-Patron
180084,11,11,3,19,Under-Patron
3076537,8,6,9,10,Under-Patron
3025457,11,6,8,9,Under-Patron
245061,5,8,20,16,Under-Patron
3049380,3,12,13,10,Under-Patron
3080557,1,3,3,4,Under-Patron
3080576,0,1,0,8,Under-Patron
146656,3,14,19,14,Under-Patron
3080734,3,1,0,3,Under-Patron
3080789,4,1,0,4,Under-Patron
3081020,8,2,6,8,Under-Patron
3081319,0,9,0,1,Under-Patron
3081539,4,5,9,6,Under-Patron
3081938,1,1,0,1,Under-Patron
3082002,0,1,2,1,Under-Patron
3082016,9,2,2,6,Under-Patron
3082292,0,4,3,3,Under-Patron
3082298,8,4,7,8,Under-Patron
3082332,1,5,0,2,Under-Patron
3082442,11,6,4,7,Under-Patron
3082509,7,2,2,4,Under-Patron
3082535,4,2,5,4,Under-Patron
3082548,1,1,2,4,Under-Patron
3082610,1,4,0,4,Under-Patron
3082767,3,1,3,2,Under-Patron
3082909,0,8,0,1,Under-Patron
2211696,10,4,8,13,Under-Patron
3075230,5,4,7,7,Under-Patron
3082970,8,6,8,5,Under-Patron
3083031,6,3,0,7,Under-Patron
3083110,0,6,0,2,Under-Patron
3083227,3,1,0,1,Under-Patron
3083346,0,1,0,2,Under-Patron
3083389,3,3,3,4,Under-Patron
3083811,14,1,10,10,Under-Patron
3083869,5,1,0,6,Under-Patron
3083876,7,4,6,5,Under-Patron
3083881,7,3,3,5,Under-Patron
3083909,15,4,6,8,Under-Patron
3084280,6,3,0,6,Under-Patron
3084459,8,5,5,6,Under-Patron
3084576,1,1,0,1,Under-Patron
3084622,0,1,0,1,Under-Patron
3084635,1,1,1,3,Under-Patron
205534,21,22,22,21,Under-Patron
3080598,1,2,0,2,Under-Patron
3084832,3,5,1,7,Under-Patron
3084834,3,2,0,4,Under-Patron
3084871,5,2,0,7,Under-Patron
3084880,5,2,1,3,Under-Patron
3084918,2,2,0,4,Under-Patron
98068,9,20,22,22,Under-Patron
3085055,10,3,6,7,Under-Patron
3085098,8,5,7,6,Under-Patron
3085151,1,3,4,5,Under-Patron
3085176,1,1,0,2,Under-Patron
3085285,0,1,2,4,Under-Patron
141782,1,3,11,12,Under-Patron
3085446,8,2,0,8,Under-Patron
3085493,0,5,0,3,Under-Patron
152910,0,5,18,12,Under-Patron
3085648,16,1,0,7,Under-Patron
3085899,6,3,1,4,Under-Patron
3085904,8,4,7,7,Under-Patron
3085988,0,1,0,1,Under-Patron
3021336,0,5,8,8,Under-Patron
3068105,6,9,10,5,Under-Patron
232487,1,7,12,7,Under-Patron
3086144,13,4,5,7,Under-Patron
3086233,1,1,0,3,Under-Patron
3086244,15,2,8,8,Under-Patron
3048854,17,11,12,12,Under-Patron
3086549,9,4,5,5,Under-Patron
3086690,0,1,0,4,Under-Patron
3086733,3,3,0,3,Under-Patron
3086785,4,1,8,6,Under-Patron
3086869,2,1,0,3,Under-Patron
3086950,3,2,2,6,Under-Patron
3087070,1,2,0,4,Under-Patron
3087196,1,4,3,3,Under-Patron
3087208,4,1,4,4,Under-Patron
3087319,1,1,0,2,Under-Patron
3087325,0,1,2,2,Under-Patron
218842,4,3,10,15,Under-Patron
3087433,8,3,0,7,Under-Patron
3058116,6,8,12,10,Under-Patron
3021297,0,5,2,2,Under-Patron
3070295,8,9,8,8,Under-Patron
3087713,2,1,1,3,Under-Patron
3072553,4,9,14,11,Under-Patron
2215898,7,4,1,6,Under-Patron
3087909,8,1,6,5,Under-Patron
3087948,6,3,7,5,Under-Patron
3087949,4,1,1,2,Under-Patron
3088001,12,4,8,7,Under-Patron
3088133,5,1,0,4,Under-Patron
3088218,2,1,1,2,Under-Patron
3088226,6,2,8,6,Under-Patron
3088271,6,4,5,4,Under-Patron
3088284,4,2,7,5,Under-Patron
3069703,4,2,2,5,Under-Patron
3088413,2,1,0,2,Under-Patron
3088459,0,2,0,3,Under-Patron
3088466,0,1,0,1,Under-Patron
3086153,0,5,3,4,Under-Patron
3088506,2,2,0,1,Under-Patron
3088523,6,1,1,3,Under-Patron
