customer_no,num_stb_last_5_years,num_yrs_donor,num_yrs_sub,num_yrs_stb,Donor_Category
3217083,6,1,0,3,Under-Patron
3217086,2,2,0,2,Under-Patron
3217094,1,1,0,1,Under-Patron
3217095,3,1,0,2,Under-Patron
3217142,1,1,0,1,Under-Patron
3217154,1,1,0,1,Under-Patron
3217176,7,1,0,4,Under-Patron
3217185,2,1,0,2,Under-Patron
3217205,7,3,4,4,Under-Patron
3217215,2,2,0,2,Under-Patron
3217283,3,2,0,2,Under-Patron
3217294,1,1,0,1,Under-Patron
3217298,2,1,0,2,Under-Patron
3217303,2,1,0,2,Under-Patron
3217309,2,1,0,3,Under-Patron
3217313,4,3,0,3,Under-Patron
3217315,1,1,0,1,Under-Patron
3217362,6,1,4,4,Under-Patron
3217404,1,1,0,1,Under-Patron
3217429,1,1,0,2,Under-Patron
3217431,1,1,0,1,Under-Patron
3217448,1,1,0,1,Under-Patron
3217474,1,1,0,1,Under-Patron
3217476,1,1,0,1,Under-Patron
3217531,6,1,0,3,Under-Patron
3217536,5,1,3,3,Under-Patron
3217564,1,1,0,1,Under-Patron
3217579,2,1,0,2,Under-Patron
3217582,1,1,0,1,Under-Patron
3217602,1,1,0,1,Under-Patron
3217604,1,1,0,1,Under-Patron
3217620,10,1,2,2,Under-Patron
3217621,2,1,0,1,Under-Patron
3217622,1,1,1,1,Under-Patron
3217645,3,1,0,2,Under-Patron
3048665,4,3,2,7,Under-Patron
3217701,1,1,0,1,Under-Patron
3217705,8,1,0,3,Under-Patron
3217778,1,3,2,1,Under-Patron
3217784,5,1,1,2,Under-Patron
3217805,1,1,0,1,Under-Patron
3217859,2,1,0,2,Under-Patron
3217866,12,2,2,4,Under-Patron
3217868,12,1,4,5,Under-Patron
3217870,1,1,1,1,Under-Patron
3217893,17,3,2,7,Under-Patron
3217895,1,3,0,1,Under-Patron
3217920,1,1,0,1,Under-Patron
3217922,1,1,0,1,Under-Patron
3217933,8,2,3,4,Under-Patron
3095160,7,2,4,4,Under-Patron
3005810,1,2,5,5,Under-Patron
3107389,2,3,1,2,Under-Patron
139928,2,2,2,4,Under-Patron
242835,9,9,16,16,Under-Patron
240798,11,16,17,19,Under-Patron
3210448,3,1,0,3,Under-Patron
3025862,2,4,10,9,Under-Patron
81266,6,10,20,22,Under-Patron
206820,0,8,11,9,Under-Patron
2211271,4,2,1,4,Under-Patron
3218142,1,1,2,1,Under-Patron
3218143,6,1,3,2,Under-Patron
3102280,0,3,0,3,Under-Patron
105634,4,5,4,4,Under-Patron
3216898,9,4,0,4,Under-Patron
3218156,3,2,2,2,Under-Patron
91663,0,16,2,5,Under-Patron
3218173,19,3,0,3,Under-Patron
3218189,8,3,2,3,Under-Patron
3218190,4,2,0,3,Under-Patron
3218192,2,1,1,1,Under-Patron
48438,3,19,18,14,Under-Patron
3218282,1,1,1,1,Under-Patron
3218284,0,1,3,0,Under-Patron
3218294,3,1,3,2,Under-Patron
3218311,2,1,0,4,Under-Patron
3218323,1,1,0,1,Under-Patron
3218326,1,1,0,1,Under-Patron
3086927,2,2,2,2,Under-Patron
158519,4,1,0,3,Under-Patron
3218382,1,1,0,1,Under-Patron
3218402,2,2,0,2,Under-Patron
3083974,6,5,7,7,Under-Patron
3218449,1,1,0,1,Under-Patron
3218477,2,1,0,2,Under-Patron
3218481,1,3,3,1,Under-Patron
3218483,5,1,3,2,Under-Patron
3218489,2,1,0,1,Under-Patron
3218499,1,1,0,1,Under-Patron
3218503,4,1,1,2,Under-Patron
3218517,1,1,0,1,Under-Patron
3218524,1,1,0,1,Under-Patron
3218553,2,3,4,2,Under-Patron
3218561,5,1,0,3,Under-Patron
3218598,1,1,0,1,Under-Patron
3218609,2,1,0,1,Under-Patron
3218623,2,1,0,1,Under-Patron
3218624,3,1,0,2,Under-Patron
3218630,1,1,0,1,Under-Patron
3218655,1,1,0,1,Under-Patron
3218656,4,1,0,3,Under-Patron
3218658,1,1,0,1,Under-Patron
3218701,1,1,0,1,Under-Patron
3218703,1,1,0,1,Under-Patron
3218714,2,1,0,2,Under-Patron
3218715,2,1,0,2,Under-Patron
3218719,10,3,1,4,Under-Patron
3218734,2,1,0,2,Under-Patron
3218743,1,1,0,1,Under-Patron
3218744,4,1,0,3,Under-Patron
3218746,3,3,0,3,Under-Patron
3218756,1,1,0,1,Under-Patron
3206416,6,4,0,2,Under-Patron
3217221,7,2,3,4,Under-Patron
164431,3,3,1,14,Under-Patron
2257996,1,1,0,4,Under-Patron
3218808,1,1,1,1,Under-Patron
3213291,5,1,0,4,Under-Patron
3218827,2,2,0,1,Under-Patron
3218836,3,1,0,1,Under-Patron
3218841,8,1,3,3,Under-Patron
3218844,4,3,1,2,Under-Patron
3218870,2,2,1,1,Under-Patron
3218837,1,1,0,1,Under-Patron
3217687,1,1,1,2,Under-Patron
3217703,2,1,0,3,Under-Patron
3218918,2,1,0,2,Under-Patron
3218945,2,1,0,3,Under-Patron
3218904,14,3,4,5,Under-Patron
3212094,1,1,0,2,Under-Patron
3218981,1,1,0,1,Under-Patron
3218987,3,2,0,2,Under-Patron
3218990,1,1,0,1,Under-Patron
2244061,17,4,5,13,Under-Patron
3219006,1,1,0,1,Under-Patron
3219007,1,1,0,1,Under-Patron
3219041,1,1,0,1,Under-Patron
3219046,1,1,0,3,Under-Patron
3219094,1,1,0,1,Under-Patron
3219127,5,1,0,2,Under-Patron
3219131,1,1,0,1,Under-Patron
2245286,0,2,0,1,Under-Patron
3219165,2,2,0,3,Under-Patron
3206771,6,1,3,2,Under-Patron
3219212,3,3,0,3,Under-Patron
3219230,13,1,2,3,Under-Patron
3219248,1,1,0,1,Under-Patron
3219259,1,1,0,1,Under-Patron
3219260,2,1,0,2,Under-Patron
3219284,1,1,3,1,Under-Patron
3219297,3,1,0,2,Under-Patron
3219307,3,3,0,2,Under-Patron
3022910,1,1,1,3,Under-Patron
3219341,1,2,0,1,Under-Patron
3219344,3,1,0,2,Under-Patron
3219358,2,0,0,1,Under-Patron
3219368,1,1,0,1,Under-Patron
3219369,1,1,0,1,Under-Patron
3219391,5,1,0,2,Under-Patron
3219404,1,1,0,1,Under-Patron
3219410,4,2,0,3,Under-Patron
3219414,1,1,0,1,Under-Patron
3219419,1,1,0,1,Under-Patron
3219420,2,1,1,2,Under-Patron
3219458,7,1,0,4,Under-Patron
3219459,3,1,0,2,Under-Patron
3219461,3,1,0,2,Under-Patron
3219467,1,1,0,1,Under-Patron
3219486,1,1,0,1,Under-Patron
3219510,1,1,1,1,Under-Patron
3206330,6,4,1,6,Under-Patron
3219579,1,1,0,1,Under-Patron
3219608,2,2,0,2,Under-Patron
96499,12,3,11,16,Under-Patron
3219625,1,1,0,1,Under-Patron
3219678,2,2,0,2,Under-Patron
3219685,1,1,0,1,Under-Patron
3219696,1,1,0,1,Under-Patron
3219702,4,3,0,3,Under-Patron
3219709,2,1,0,2,Under-Patron
3219724,1,1,0,1,Under-Patron
3219733,1,1,0,1,Under-Patron
3219729,7,2,3,5,Under-Patron
3219818,1,1,0,1,Under-Patron
3219824,2,1,0,2,Under-Patron
3219834,1,1,0,1,Under-Patron
3219842,3,1,0,2,Under-Patron
3082241,1,1,1,4,Under-Patron
3219867,9,2,0,3,Under-Patron
3219874,1,1,0,1,Under-Patron
3219922,1,1,0,1,Under-Patron
3219923,2,1,0,1,Under-Patron
3098759,10,3,7,6,Under-Patron
3219975,2,1,1,3,Under-Patron
3219992,1,3,0,1,Under-Patron
3220026,4,1,0,2,Under-Patron
3220035,1,1,0,1,Under-Patron
3220042,1,1,0,1,Under-Patron
3220073,2,1,0,1,Under-Patron
3220088,1,1,0,1,Under-Patron
3220091,3,1,0,2,Under-Patron
3220099,2,1,0,2,Under-Patron
3220116,1,1,0,1,Under-Patron
3220127,1,1,0,1,Under-Patron
3220184,14,3,3,3,Under-Patron
3220238,2,1,0,2,Under-Patron
3220244,1,1,0,1,Under-Patron
250883,6,12,21,21,Under-Patron
3220260,1,1,0,1,Under-Patron
3220267,1,1,0,1,Under-Patron
3220284,1,1,0,1,Under-Patron
3220322,1,1,0,1,Under-Patron
3220369,2,1,0,1,Under-Patron
3220372,4,1,0,2,Under-Patron
3220371,1,1,0,2,Under-Patron
3220394,3,1,0,2,Under-Patron
3220462,2,1,0,1,Under-Patron
3220471,2,1,0,1,Under-Patron
3220472,1,1,0,1,Under-Patron
3220479,2,1,0,1,Under-Patron
3220485,1,1,0,1,Under-Patron
3219560,1,1,2,1,Under-Patron
3220052,4,3,0,3,Under-Patron
3220490,8,1,0,2,Under-Patron
3208974,7,2,2,4,Under-Patron
3220506,1,1,0,1,Under-Patron
3220512,1,1,0,1,Under-Patron
3208298,5,1,0,4,Under-Patron
3220544,1,1,0,1,Under-Patron
3220548,1,1,0,1,Under-Patron
3220555,1,1,0,1,Under-Patron
3220563,2,3,2,3,Under-Patron
3220580,2,1,0,1,Under-Patron
3220635,1,1,0,1,Under-Patron
3091622,1,2,0,2,Under-Patron
3220681,5,3,3,3,Under-Patron
3220684,1,1,0,1,Under-Patron
3220701,10,3,0,3,Under-Patron
3220706,1,1,0,1,Under-Patron
3220713,1,1,0,1,Under-Patron
3220726,1,1,0,1,Under-Patron
3220739,2,1,0,2,Under-Patron
3220765,5,2,0,2,Under-Patron
3220766,1,1,0,1,Under-Patron
3220790,1,1,0,1,Under-Patron
3220802,1,1,1,1,Under-Patron
3220840,4,2,0,4,Under-Patron
3220850,1,1,0,2,Under-Patron
3220893,1,1,0,1,Under-Patron
3220900,2,1,0,2,Under-Patron
3220916,1,1,0,1,Under-Patron
3220955,1,1,0,1,Under-Patron
3220967,1,1,0,1,Under-Patron
3083304,9,5,7,7,Under-Patron
3220984,3,3,0,2,Under-Patron
3220993,1,1,0,1,Under-Patron
3221008,5,2,3,3,Under-Patron
3221010,1,1,0,1,Under-Patron
3221012,1,1,0,1,Under-Patron
3221041,1,1,0,1,Under-Patron
241575,4,3,0,2,Under-Patron
3221088,1,1,0,1,Under-Patron
3221094,1,1,0,1,Under-Patron
3221095,2,1,0,1,Under-Patron
3221101,1,1,0,1,Under-Patron
3221106,5,1,0,3,Under-Patron
3093903,2,3,7,3,Under-Patron
3221115,1,1,0,1,Under-Patron
3221116,2,1,0,1,Under-Patron
3221135,1,1,1,1,Under-Patron
3221136,11,1,1,2,Under-Patron
3221141,2,1,0,1,Under-Patron
3221143,2,2,0,2,Under-Patron
3221157,1,1,0,1,Under-Patron
3221184,4,1,0,3,Under-Patron
3221236,1,1,0,1,Under-Patron
2242595,2,9,1,6,Under-Patron
3221278,3,1,0,2,Under-Patron
3221288,1,1,0,2,Under-Patron
3221330,1,1,0,1,Under-Patron
3221375,1,1,0,1,Under-Patron
3206641,4,2,1,3,Under-Patron
3218785,2,2,2,2,Under-Patron
3221389,1,2,0,1,Under-Patron
3221408,1,1,0,1,Under-Patron
3221452,3,1,0,1,Under-Patron
3092481,2,1,0,3,Under-Patron
3221472,1,1,0,1,Under-Patron
3221481,1,1,0,3,Under-Patron
3221482,4,1,0,3,Under-Patron
69556,2,1,0,1,Under-Patron
3208637,3,4,0,7,Under-Patron
3221521,3,1,0,3,Under-Patron
3221528,2,1,0,1,Under-Patron
3221540,1,1,0,1,Under-Patron
105897,0,6,0,5,Under-Patron
3221600,1,1,0,1,Under-Patron
3221610,1,1,0,1,Under-Patron
3221703,2,2,0,2,Under-Patron
3221709,1,1,0,1,Under-Patron
3221722,1,1,0,1,Under-Patron
3221728,1,1,0,1,Under-Patron
3221738,1,1,0,1,Under-Patron
3221741,1,1,0,1,Under-Patron
3221748,3,2,0,2,Under-Patron
253760,5,16,22,17,Under-Patron
3221761,2,3,1,2,Under-Patron
3221786,2,1,0,2,Under-Patron
3221851,2,2,0,2,Under-Patron
3221870,1,1,0,1,Under-Patron
3221872,1,1,0,1,Under-Patron
3221876,4,3,0,3,Under-Patron
3221879,2,1,0,1,Under-Patron
3221881,1,1,0,1,Under-Patron
3221915,1,1,0,1,Under-Patron
3221922,1,1,0,1,Under-Patron
3221939,2,1,0,1,Under-Patron
3221970,1,1,0,1,Under-Patron
3210496,8,3,1,4,Under-Patron
3221991,1,1,0,1,Under-Patron
3221993,1,1,0,1,Under-Patron
82676,3,10,16,10,Under-Patron
3222056,0,1,0,1,Under-Patron
3222071,5,1,1,2,Under-Patron
3222086,6,3,0,4,Under-Patron
3222097,2,1,0,1,Under-Patron
3222119,1,1,0,1,Under-Patron
3222131,12,2,3,3,Under-Patron
1412,14,1,0,5,Under-Patron
3222204,1,1,0,1,Under-Patron
3222211,1,1,0,1,Under-Patron
3222223,1,1,0,1,Under-Patron
3222239,1,1,0,1,Under-Patron
3222246,4,1,0,2,Under-Patron
3222254,1,1,0,1,Under-Patron
3222241,2,1,0,3,Under-Patron
106531,1,1,1,3,Under-Patron
3057456,1,1,0,4,Under-Patron
3005036,0,8,0,3,Under-Patron
3222287,1,1,0,1,Under-Patron
104929,12,20,22,20,Under-Patron
3222292,1,1,0,1,Under-Patron
3222330,0,1,0,2,Under-Patron
3059761,0,5,0,6,Under-Patron
3222378,2,1,0,1,Under-Patron
3222419,2,1,0,2,Under-Patron
3222422,4,1,0,2,Under-Patron
3222424,11,3,3,4,Under-Patron
3222425,1,1,0,1,Under-Patron
3222433,9,3,1,2,Under-Patron
185384,5,3,2,8,Under-Patron
140958,3,2,0,2,Under-Patron
3222469,1,1,0,1,Under-Patron
3222494,1,1,0,1,Under-Patron
3222556,3,1,3,3,Under-Patron
3211159,5,2,0,4,Under-Patron
3222588,12,3,2,4,Under-Patron
3222602,1,1,0,1,Under-Patron
3222631,3,1,0,3,Under-Patron
3222634,5,1,0,3,Under-Patron
3222638,2,1,0,1,Under-Patron
3222643,1,1,0,1,Under-Patron
3222651,4,2,0,3,Under-Patron
3106835,2,1,1,6,Under-Patron
3222693,1,1,0,1,Under-Patron
3222715,1,1,0,1,Under-Patron
3222716,1,1,0,1,Under-Patron
3222724,2,1,0,1,Under-Patron
3222774,2,3,0,1,Under-Patron
3222818,2,2,0,2,Under-Patron
232040,0,1,0,5,Under-Patron
3222869,3,1,0,1,Under-Patron
3222873,1,1,0,1,Under-Patron
3222879,1,1,0,1,Under-Patron
3222911,4,1,0,2,Under-Patron
3222918,2,1,0,2,Under-Patron
3222927,1,1,0,1,Under-Patron
3222928,1,1,0,1,Under-Patron
3222929,1,1,0,1,Under-Patron
3222951,8,3,0,3,Under-Patron
3222965,1,1,0,1,Under-Patron
3223000,1,1,0,1,Under-Patron
3209233,6,4,3,4,Under-Patron
3212139,2,1,0,2,Under-Patron
3223021,1,1,0,1,Under-Patron
3223079,1,1,0,1,Under-Patron
3223059,2,1,0,1,Under-Patron
3223122,3,1,0,2,Under-Patron
3222860,1,1,2,1,Under-Patron
3223154,2,1,0,1,Under-Patron
3223157,1,2,0,1,Under-Patron
3223160,1,1,0,1,Under-Patron
3106704,0,2,0,1,Under-Patron
3223260,2,1,0,2,Under-Patron
3223292,0,1,0,1,Under-Patron
3223338,1,2,0,1,Under-Patron
3223362,1,1,0,1,Under-Patron
3223368,1,1,0,1,Under-Patron
3223383,3,1,0,2,Under-Patron
3223400,1,1,0,1,Under-Patron
3223424,10,2,1,3,Under-Patron
208571,2,3,0,4,Under-Patron
253775,2,3,5,8,Under-Patron
3223468,0,1,0,1,Under-Patron
3223475,1,1,0,3,Under-Patron
3223497,0,1,0,1,Under-Patron
3223504,0,1,0,3,Under-Patron
3223544,0,1,0,1,Under-Patron
3223557,0,1,0,2,Under-Patron
3223559,0,1,0,2,Under-Patron
3223573,0,1,0,3,Under-Patron
184384,16,22,21,21,Under-Patron
3223582,1,1,0,5,Under-Patron
3223604,1,1,0,2,Under-Patron
3223612,0,1,0,1,Under-Patron
3086824,11,4,0,7,Under-Patron
3223641,0,2,0,3,Under-Patron
3223642,0,1,0,1,Under-Patron
3223649,1,2,0,3,Under-Patron
3223651,0,1,0,1,Under-Patron
3223655,0,2,0,3,Under-Patron
3223658,1,1,0,1,Under-Patron
3223665,0,1,0,2,Under-Patron
3021037,2,3,3,9,Under-Patron
3223688,2,3,2,2,Under-Patron
3223695,2,1,0,2,Under-Patron
3223698,2,1,0,2,Under-Patron
3223750,0,1,0,3,Under-Patron
3223800,1,1,0,3,Under-Patron
3223805,6,2,1,2,Under-Patron
3223807,0,1,0,1,Under-Patron
3223824,0,1,0,2,Under-Patron
3223831,0,2,0,1,Under-Patron
3223836,1,1,0,1,Under-Patron
3223850,0,3,0,2,Under-Patron
3223854,1,1,1,1,Under-Patron
3223857,0,1,0,1,Under-Patron
3223889,1,1,0,1,Under-Patron
3223895,1,1,0,1,Under-Patron
3223745,10,3,3,3,Under-Patron
3223902,0,1,0,1,Under-Patron
3223833,0,1,1,2,Under-Patron
3223908,0,1,0,1,Under-Patron
3223915,0,1,0,1,Under-Patron
3223918,0,1,0,1,Under-Patron
3223923,0,1,0,1,Under-Patron
3223944,1,1,0,1,Under-Patron
3223947,0,1,0,2,Under-Patron
3223954,0,1,0,1,Under-Patron
3223955,1,1,0,1,Under-Patron
3223976,0,1,0,3,Under-Patron
3223998,1,1,0,1,Under-Patron
3224000,2,1,0,1,Under-Patron
3224002,0,1,0,3,Under-Patron
3224009,1,1,0,1,Under-Patron
3224069,0,1,0,1,Under-Patron
3224074,3,1,0,2,Under-Patron
3224080,0,1,0,1,Under-Patron
3224089,1,1,0,3,Under-Patron
3224099,0,1,0,1,Under-Patron
3224124,0,3,0,2,Under-Patron
3224126,0,1,0,1,Under-Patron
3224137,0,1,0,1,Under-Patron
3224141,0,2,0,2,Under-Patron
3224145,0,1,0,1,Under-Patron
127859,0,1,1,2,Under-Patron
3224207,0,1,0,2,Under-Patron
3224208,14,3,0,6,Under-Patron
3224220,0,1,0,1,Under-Patron
3224227,1,1,0,2,Under-Patron
3224228,2,2,1,2,Under-Patron
3224237,0,1,0,2,Under-Patron
3224239,0,1,0,1,Under-Patron
3222550,0,1,0,1,Under-Patron
3224238,0,1,0,1,Under-Patron
3224247,0,1,0,1,Under-Patron
3224257,0,1,0,2,Under-Patron
3224286,1,1,0,1,Under-Patron
3224296,0,2,0,2,Under-Patron
3224299,0,1,0,2,Under-Patron
3224302,0,1,0,2,Under-Patron
3224315,0,1,0,2,Under-Patron
3224318,2,2,0,2,Under-Patron
3224321,1,1,0,1,Under-Patron
3224322,5,3,0,4,Under-Patron
3224326,3,1,0,1,Under-Patron
3224331,0,1,0,1,Under-Patron
3224333,0,1,0,2,Under-Patron
3224343,0,1,0,1,Under-Patron
3224368,0,1,0,3,Under-Patron
3224373,3,1,0,2,Under-Patron
3224383,0,1,0,1,Under-Patron
3224396,0,1,0,1,Under-Patron
3224411,0,1,0,2,Under-Patron
3224413,0,1,0,1,Under-Patron
3224415,1,1,0,1,Under-Patron
3224428,0,3,0,1,Under-Patron
3224429,1,1,0,1,Under-Patron
3224459,1,1,0,1,Under-Patron
3219618,1,1,0,1,Under-Patron
3224477,0,2,0,3,Under-Patron
3224481,0,1,0,2,Under-Patron
3224500,0,1,0,3,Under-Patron
3224505,1,1,0,1,Under-Patron
3224521,1,1,0,1,Under-Patron
3224543,0,1,0,1,Under-Patron
3224553,0,1,0,1,Under-Patron
3211369,9,4,4,4,Under-Patron
3224568,0,1,0,3,Under-Patron
3224570,0,1,0,1,Under-Patron
3224629,0,1,0,1,Under-Patron
3224637,0,2,0,2,Under-Patron
3224641,1,1,0,1,Under-Patron
3224644,0,2,0,2,Under-Patron
3224646,0,1,0,1,Under-Patron
3224648,1,1,0,2,Under-Patron
3224650,0,2,0,2,Under-Patron
3224651,0,1,0,2,Under-Patron
3224654,0,1,0,2,Under-Patron
3224656,0,1,0,2,Under-Patron
3224660,0,1,0,2,Under-Patron
3224672,0,1,0,1,Under-Patron
3224681,0,1,0,1,Under-Patron
3220995,2,2,3,2,Under-Patron
3224700,1,1,0,3,Under-Patron
3224704,0,1,0,1,Under-Patron
3224705,0,3,0,1,Under-Patron
3224724,0,2,0,1,Under-Patron
3224726,0,1,0,1,Under-Patron
3224734,1,1,0,1,Under-Patron
3224754,0,1,0,1,Under-Patron
3224774,0,1,0,1,Under-Patron
3224786,0,1,0,3,Under-Patron
3224798,0,1,0,3,Under-Patron
3224800,0,1,0,1,Under-Patron
3224811,0,2,0,2,Under-Patron
3224816,0,1,0,3,Under-Patron
3224817,2,2,0,4,Under-Patron
3224838,0,1,0,1,Under-Patron
3224848,0,1,0,1,Under-Patron
3224849,0,1,0,1,Under-Patron
3224873,0,2,0,1,Under-Patron
3224880,0,1,0,1,Under-Patron
3224891,0,1,0,1,Under-Patron
3224897,0,1,0,1,Under-Patron
3224910,1,1,0,2,Under-Patron
3085700,6,5,5,5,Under-Patron
21765,17,5,1,4,Under-Patron
3225020,1,1,0,1,Under-Patron
3225022,4,2,0,3,Under-Patron
3225025,1,1,0,2,Under-Patron
3225039,2,1,0,1,Under-Patron
3225041,2,1,0,1,Under-Patron
3213773,4,1,0,4,Under-Patron
3225128,2,1,0,2,Under-Patron
3225131,1,1,0,1,Under-Patron
3225147,1,1,0,1,Under-Patron
3225151,1,1,0,1,Under-Patron
3225158,1,1,0,1,Under-Patron
3225160,1,1,0,1,Under-Patron
3225170,1,1,0,1,Under-Patron
3225171,1,1,0,1,Under-Patron
3225174,2,1,0,2,Under-Patron
196495,1,3,0,1,Under-Patron
3225176,2,1,0,1,Under-Patron
3225188,1,1,0,1,Under-Patron
3022323,1,2,0,3,Under-Patron
3225200,1,2,0,1,Under-Patron
3225211,1,1,0,1,Under-Patron
3225215,1,1,0,1,Under-Patron
2230146,3,1,0,6,Under-Patron
3225231,1,1,0,1,Under-Patron
3225234,1,1,0,1,Under-Patron
3225235,2,1,0,2,Under-Patron
3225241,1,1,0,1,Under-Patron
3225214,5,1,1,3,Under-Patron
3225252,1,1,0,1,Under-Patron
3225263,1,1,0,1,Under-Patron
3225266,1,1,0,1,Under-Patron
3225268,1,1,0,1,Under-Patron
3225276,2,2,0,2,Under-Patron
3225278,2,1,0,1,Under-Patron
3225283,1,1,0,1,Under-Patron
3225285,3,1,1,3,Under-Patron
3216999,4,1,0,3,Under-Patron
3210442,0,1,2,1,Under-Patron
3225302,1,2,1,2,Under-Patron
3225313,1,1,0,1,Under-Patron
3210028,13,4,4,5,Under-Patron
3207105,9,2,4,4,Under-Patron
3225382,2,1,0,2,Under-Patron
3225383,1,1,0,1,Under-Patron
3225400,1,1,0,1,Under-Patron
3225434,2,2,1,2,Under-Patron
3225438,2,1,0,2,Under-Patron
3225444,1,1,0,1,Under-Patron
3213512,2,2,0,5,Under-Patron
3225399,1,1,0,1,Under-Patron
3021797,4,1,0,5,Under-Patron
3225508,0,1,1,0,Under-Patron
3225522,1,1,0,1,Under-Patron
3225523,1,1,0,1,Under-Patron
3225526,1,1,0,1,Under-Patron
3225573,1,3,3,1,Under-Patron
3075240,7,3,8,8,Under-Patron
3225618,1,1,0,1,Under-Patron
3104737,11,1,5,6,Under-Patron
3057731,1,1,0,7,Under-Patron
3076220,1,1,0,1,Under-Patron
3225665,1,1,0,1,Under-Patron
3225684,3,3,1,2,Under-Patron
3225702,2,1,0,2,Under-Patron
3225707,1,1,1,1,Under-Patron
3225712,3,1,0,2,Under-Patron
2258254,4,6,16,13,Under-Patron
3225743,1,1,0,1,Under-Patron
3225747,1,1,0,1,Under-Patron
3225751,0,1,1,0,Under-Patron
3020772,4,3,4,11,Under-Patron
3225817,4,1,0,3,Under-Patron
3225881,2,1,0,2,Under-Patron
3225951,3,1,0,2,Under-Patron
3226011,1,1,0,1,Under-Patron
3226013,1,1,1,1,Under-Patron
3226049,2,1,1,2,Under-Patron
3226054,1,1,0,1,Under-Patron
3226075,1,1,0,1,Under-Patron
3226122,1,1,2,1,Under-Patron
3226126,1,3,3,1,Under-Patron
3226130,1,1,0,1,Under-Patron
3226132,3,1,0,3,Under-Patron
3226137,2,2,0,2,Under-Patron
3226192,1,1,0,1,Under-Patron
3226197,2,1,3,1,Under-Patron
3226202,4,3,0,3,Under-Patron
3226218,2,1,0,2,Under-Patron
3226219,1,1,0,1,Under-Patron
3020787,5,4,13,11,Under-Patron
3226282,1,1,0,1,Under-Patron
3226301,1,1,0,1,Under-Patron
3226309,2,1,0,2,Under-Patron
3226316,14,1,0,7,Under-Patron
3226354,1,1,0,1,Under-Patron
3226369,6,1,0,3,Under-Patron
3226400,1,1,0,1,Under-Patron
3226402,6,2,0,4,Under-Patron
3226412,3,2,0,10,Under-Patron
3226435,6,1,0,3,Under-Patron
3224204,10,3,2,4,Under-Patron
3226450,1,1,0,1,Under-Patron
3226473,1,1,0,1,Under-Patron
3226339,0,1,1,0,Under-Patron
3226485,1,1,0,1,Under-Patron
3226494,1,1,0,1,Under-Patron
3226503,1,1,0,1,Under-Patron
3226190,6,2,3,3,Under-Patron
3226544,2,2,0,2,Under-Patron
3226553,2,1,0,1,Under-Patron
3226579,3,1,0,3,Under-Patron
3076745,1,2,1,1,Under-Patron
3226616,1,1,0,1,Under-Patron
109988,2,6,13,6,Under-Patron
3102176,1,1,0,2,Under-Patron
248846,10,10,11,13,Under-Patron
21257,4,20,22,16,Under-Patron
3217538,2,1,0,5,Under-Patron
3226571,1,1,0,2,Under-Patron
3208749,5,2,0,6,Under-Patron
3226636,2,1,0,2,Under-Patron
3226645,1,1,2,1,Under-Patron
3204212,8,4,8,9,Under-Patron
3226675,7,1,0,3,Under-Patron
21391,0,1,3,2,Under-Patron
3226734,0,1,2,0,Under-Patron
3226740,8,3,3,2,Under-Patron
3226748,0,2,2,1,Under-Patron
3226754,8,2,3,2,Under-Patron
3226781,0,1,1,0,Under-Patron
3226790,0,1,1,0,Under-Patron
3226792,5,1,1,1,Under-Patron
3226794,0,1,1,3,Under-Patron
3226830,2,1,0,2,Under-Patron
3226833,0,1,1,0,Under-Patron
3226848,1,1,0,1,Under-Patron
3226865,0,1,1,0,Under-Patron
3226874,1,1,1,1,Under-Patron
3226877,7,1,2,2,Under-Patron
3226889,3,2,2,1,Under-Patron
3086573,5,7,6,5,Under-Patron
230344,8,1,1,14,Under-Patron
3226905,1,2,2,1,Under-Patron
3071129,2,9,0,5,Under-Patron
10740,13,9,22,21,Under-Patron
169988,1,15,21,6,Under-Patron
3220808,2,3,0,2,Under-Patron
3108935,0,2,0,1,Under-Patron
3080793,0,1,3,3,Under-Patron
3226939,0,1,1,0,Under-Patron
3226950,1,2,3,1,Under-Patron
2221006,3,2,17,16,Under-Patron
92052,2,9,14,10,Under-Patron
3083598,1,1,4,5,Under-Patron
242117,9,1,17,20,Under-Patron
3227495,3,3,3,2,Under-Patron
3227499,4,2,3,2,Under-Patron
3227522,1,1,0,1,Under-Patron
3227533,0,1,1,0,Under-Patron
3217970,12,2,1,3,Under-Patron
3082092,0,2,1,2,Under-Patron
3227545,17,2,0,2,Under-Patron
3227546,3,1,0,2,Under-Patron
3227549,2,2,1,1,Under-Patron
3207220,13,2,4,4,Under-Patron
3227567,1,1,1,1,Under-Patron
3112315,6,4,1,4,Under-Patron
3098993,1,3,0,2,Under-Patron
3083490,10,6,7,7,Under-Patron
113231,0,2,0,1,Under-Patron
3059818,2,3,0,6,Under-Patron
3009078,2,2,0,3,Under-Patron
189172,1,8,0,3,Under-Patron
3220362,3,1,0,2,Under-Patron
179646,5,1,2,14,Under-Patron
3221300,8,3,3,3,Under-Patron
3227706,2,1,1,1,Under-Patron
3227712,2,2,0,1,Under-Patron
3227716,1,2,2,1,Under-Patron
3227726,1,1,0,1,Under-Patron
3227727,3,2,1,2,Under-Patron
3227735,1,1,0,1,Under-Patron
3227741,1,1,0,1,Under-Patron
3227766,1,1,0,1,Under-Patron
3227783,2,1,1,1,Under-Patron
2241087,3,1,0,4,Under-Patron
3112475,1,1,0,2,Under-Patron
