customer_no,Affinity_Rating,Capacity_Rating,PROscore,Frequency,Monetary,Propensity_Rating,Donor_Category
3216748,1,1,1,1,1,2,Under-Patron
3216760,4,1,3,1,1,4,Under-Patron
3216768,1,2,2,1,1,4,Under-Patron
3216780,1,1,1,,,1,Under-Patron
3216796,4,3,4,,,4,Under-Patron
3216811,1,1,1,1,1,1,Under-Patron
3216816,1,1,1,,,1,Under-Patron
3216821,1,1,2,,,4,Under-Patron
3216831,1,1,1,1,1,1,Under-Patron
3216857,1,1,1,,,1,Under-Patron
3216858,1,1,1,1,1,1,Under-Patron
3216861,4,3,4,1,1,4,Under-Patron
3216865,1,1,1,1,1,1,Under-Patron
3216887,1,3,2,1,1,1,Under-Patron
3216898,1,1,1,1,1,1,Under-Patron
3216904,1,1,2,1,1,3,Under-Patron
3216922,,,,,,,Under-Patron
3216930,1,1,2,1,1,4,Under-Patron
3216931,1,1,1,,,1,Under-Patron
3216945,1,1,2,1,1,4,Under-Patron
3216972,1,2,1,,,1,Under-Patron
3216984,1,1,1,1,1,1,Under-Patron
3216996,1,1,1,,,1,Under-Patron
3216999,1,3,2,,,2,Under-Patron
3217009,1,2,2,1,1,2,Under-Patron
3217010,1,1,1,1,1,1,Under-Patron
3217017,1,1,1,1,1,1,Under-Patron
3217037,1,1,1,1,1,1,Under-Patron
3217045,1,1,1,1,1,1,Under-Patron
3217083,1,4,3,,,4,Under-Patron
3217085,1,1,1,1,1,1,Under-Patron
3217086,1,1,1,1,1,1,Under-Patron
3217094,1,1,2,1,1,3,Under-Patron
3217095,1,1,1,,,1,Under-Patron
3217105,1,1,1,,,1,Under-Patron
3217142,3,1,3,1,1,4,Under-Patron
3217154,1,1,2,1,1,3,Under-Patron
3217176,1,3,3,1,1,4,Under-Patron
3217185,1,1,1,,,1,Under-Patron
3217205,1,1,2,,,4,Under-Patron
3217215,1,1,1,1,1,1,Under-Patron
3217221,3,2,3,,,4,Under-Patron
3217226,,,,,,,Under-Patron
3217283,1,1,2,1,1,4,Under-Patron
3217294,1,1,1,1,1,1,Under-Patron
3217298,4,4,4,1,1,4,Under-Patron
3217303,1,1,1,,,1,Under-Patron
3217309,1,2,1,1,1,1,Under-Patron
3217313,,,,,,,Under-Patron
3217315,1,2,2,1,1,4,Under-Patron
3217321,1,1,1,1,1,1,Under-Patron
3217362,1,1,1,1,1,1,Under-Patron
3217404,1,2,1,1,1,1,Under-Patron
3217429,1,1,1,1,1,1,Under-Patron
3217431,1,1,1,1,1,1,Under-Patron
3217448,1,1,1,1,1,1,Under-Patron
3217474,1,1,1,1,1,1,Under-Patron
3217476,1,2,1,1,1,1,Under-Patron
3217531,1,3,2,,,1,Under-Patron
3217536,1,1,1,1,1,1,Under-Patron
3217538,1,2,2,,,2,Under-Patron
3217564,1,2,1,,,1,Under-Patron
3217579,1,1,1,1,1,1,Under-Patron
3217582,1,1,1,1,1,1,Under-Patron
3217602,1,1,1,1,1,1,Under-Patron
3217604,1,1,1,1,1,1,Under-Patron
3217620,,,,,,,Under-Patron
3217621,1,1,1,1,1,1,Under-Patron
3217622,1,1,1,,,1,Under-Patron
3217626,,,,,,,Under-Patron
3217645,1,1,1,,,1,Under-Patron
3217687,1,1,2,1,1,3,Under-Patron
3217701,1,1,1,1,1,1,Under-Patron
3217703,3,2,3,1,1,4,Under-Patron
3217705,1,3,2,,,1,Under-Patron
3217778,4,2,3,1,1,4,Under-Patron
3217784,1,3,2,1,1,1,Under-Patron
3217805,1,1,1,1,1,1,Under-Patron
3217859,1,2,1,,,1,Under-Patron
3217866,1,3,2,,,2,Under-Patron
3217868,1,1,2,1,1,4,Under-Patron
3217870,1,1,1,1,1,1,Under-Patron
3217893,1,1,1,,,1,Under-Patron
3217895,1,3,3,1,1,4,Under-Patron
3217920,1,1,1,1,1,1,Under-Patron
3217922,3,4,4,1,1,4,Under-Patron
3217933,1,1,1,1,1,1,Under-Patron
3217954,1,1,2,1,1,4,Under-Patron
3217970,1,1,1,1,1,1,Under-Patron
3218112,,,,,,,Under-Patron
3218142,,,,,,,Under-Patron
3218143,,,,,,,Under-Patron
3218148,1,1,1,1,1,1,Under-Patron
3218156,,,,,,,Under-Patron
3218173,,,,,,,Under-Patron
3218189,,,,,,,Under-Patron
3218190,,,,,,,Under-Patron
3218192,,,,,,,Under-Patron
3218224,,,,,,,Under-Patron
3218229,,,,,,,Under-Patron
3218246,3,2,3,1,1,4,Under-Patron
3218249,,,,,,,Under-Patron
3218282,1,1,1,1,1,1,Under-Patron
3218284,,,,,,,Under-Patron
3218294,,,,,,,Under-Patron
3218307,,,,,,,Under-Patron
3218311,4,1,3,1,1,4,Under-Patron
3218323,4,1,3,1,1,4,Under-Patron
3218326,4,1,3,1,1,4,Under-Patron
3218382,1,1,1,1,1,1,Under-Patron
3218402,,,,,,,Under-Patron
3218449,1,1,1,1,1,1,Under-Patron
3218455,1,2,2,1,1,3,Under-Patron
3218477,3,1,2,1,1,3,Under-Patron
3218481,1,1,1,1,1,1,Under-Patron
3218483,,,,,,,Under-Patron
3218485,,,,,,,Under-Patron
3218489,,,,,,,Under-Patron
3218499,1,3,3,1,1,4,Under-Patron
3218503,,,,,,,Under-Patron
3218517,1,1,1,1,1,1,Under-Patron
3218524,1,1,1,1,1,1,Under-Patron
3218553,,,,,,,Under-Patron
3218555,,,,,,,Under-Patron
3218561,,,,,,,Under-Patron
3218598,1,1,1,1,1,1,Under-Patron
3218609,,,,,,,Under-Patron
3218623,1,2,2,1,1,4,Under-Patron
3218624,1,1,1,1,1,1,Under-Patron
3218630,1,1,1,1,1,1,Under-Patron
3218653,,,,,,,Under-Patron
3218655,1,2,2,1,1,4,Under-Patron
3218656,1,1,1,1,1,1,Under-Patron
3218658,1,1,1,1,1,1,Under-Patron
3218701,,,,,,,Under-Patron
3218703,1,1,1,1,1,2,Under-Patron
3218714,1,2,1,1,1,1,Under-Patron
3218715,,,,,,,Under-Patron
3218719,1,2,1,1,1,1,Under-Patron
3218734,,,,,,,Under-Patron
3218743,1,1,1,1,1,1,Under-Patron
3218744,1,1,1,1,1,1,Under-Patron
3218746,,,,,,,Under-Patron
3218756,1,2,2,1,1,4,Under-Patron
3218785,1,2,2,1,1,3,Under-Patron
3218808,,,,,,,Under-Patron
3218827,1,2,2,1,1,2,Under-Patron
3218836,,,,,,,Under-Patron
3218837,,,,,,,Under-Patron
3218841,1,2,1,1,1,1,Under-Patron
3218844,,,,,,,Under-Patron
3218870,1,2,1,1,1,1,Under-Patron
3218904,,,,,,,Under-Patron
3218908,,,,,,,Under-Patron
3218918,1,1,1,1,1,1,Under-Patron
3218945,2,1,2,1,1,3,Under-Patron
3218966,1,1,1,1,1,1,Under-Patron
3218981,1,1,1,1,1,1,Under-Patron
3218987,,,,,,,Under-Patron
3218990,1,1,1,1,1,1,Under-Patron
3219006,1,1,1,1,1,1,Under-Patron
3219007,1,2,2,1,1,2,Under-Patron
3219041,1,1,1,1,1,1,Under-Patron
3219046,3,1,3,1,1,4,Under-Patron
3219064,,,,,,,Under-Patron
3219094,3,2,3,1,1,4,Under-Patron
3219127,,,,,,,Under-Patron
3219131,1,1,1,1,1,1,Under-Patron
3219165,,,,,,,Under-Patron
3219212,1,1,2,1,1,4,Under-Patron
3219230,,,,,,,Under-Patron
3219248,1,2,1,1,1,1,Under-Patron
3219259,1,1,2,1,1,3,Under-Patron
3219260,1,1,1,1,1,1,Under-Patron
3219284,,,,,,,Under-Patron
3219297,,,,,,,Under-Patron
3219307,1,1,2,1,1,3,Under-Patron
3219341,1,2,2,1,1,3,Under-Patron
3219344,,,,,,,Under-Patron
3219358,,,,,,,Under-Patron
3219368,,,,,,,Under-Patron
3219369,1,2,1,1,1,1,Under-Patron
3219382,3,1,2,1,1,3,Under-Patron
3219391,,,,,,,Under-Patron
3219404,1,1,1,1,1,1,Under-Patron
3219410,,,,,,,Under-Patron
3219414,1,1,1,1,1,2,Under-Patron
3219419,1,1,1,1,1,1,Under-Patron
3219420,,,,,,,Under-Patron
3219458,,,,,,,Under-Patron
3219459,,,,,,,Under-Patron
3219461,1,2,2,1,1,3,Under-Patron
3219467,1,1,1,1,1,1,Under-Patron
3219486,1,1,1,1,1,1,Under-Patron
3219510,1,1,1,1,1,1,Under-Patron
3219551,4,2,3,1,1,4,Under-Patron
3219560,,,,,,,Under-Patron
3219579,1,1,1,1,1,1,Under-Patron
3219608,1,2,1,1,1,1,Under-Patron
3219618,,,,,,,Under-Patron
3219625,1,2,1,1,1,1,Under-Patron
3219678,,,,,,,Under-Patron
3219685,1,1,1,1,1,2,Under-Patron
3219696,1,1,1,1,1,1,Under-Patron
3219702,,,,,,,Under-Patron
3219709,,,,,,,Under-Patron
3219724,1,1,1,1,1,1,Under-Patron
3219729,,,,,,,Under-Patron
3219733,1,1,1,1,1,2,Under-Patron
3219818,1,1,1,1,1,1,Under-Patron
3219824,,,,,,,Under-Patron
3219834,4,2,3,1,1,4,Under-Patron
3219842,,,,,,,Under-Patron
3219867,,,,,,,Under-Patron
3219874,,,,,,,Under-Patron
3219922,1,3,3,1,1,4,Under-Patron
3219923,3,2,3,1,1,4,Under-Patron
3219975,1,1,2,1,1,4,Under-Patron
3219992,3,2,3,1,1,3,Under-Patron
3220026,,,,,,,Under-Patron
3220035,,,,,,,Under-Patron
3220042,1,4,3,1,1,4,Under-Patron
3220052,,,,,,,Under-Patron
3220073,1,1,1,1,1,1,Under-Patron
3220088,4,4,4,1,1,4,Under-Patron
3220091,,,,,,,Under-Patron
3220099,,,,,,,Under-Patron
3220116,1,1,1,1,1,1,Under-Patron
3220127,3,1,3,1,1,4,Under-Patron
3220184,,,,,,,Under-Patron
3220238,1,1,1,1,1,1,Under-Patron
3220244,1,1,1,1,1,1,Under-Patron
3220260,1,2,1,1,1,1,Under-Patron
3220267,1,1,1,1,1,1,Under-Patron
3220284,1,1,1,1,1,1,Under-Patron
3220293,1,2,2,1,1,4,Under-Patron
3220298,1,1,1,1,1,1,Under-Patron
3220322,1,1,1,1,1,1,Under-Patron
3220362,1,1,1,1,1,1,Under-Patron
3220369,1,1,1,1,1,1,Under-Patron
3220371,1,4,2,1,1,1,Under-Patron
3220372,4,4,4,1,1,4,Under-Patron
3220394,,,,,,,Under-Patron
3220422,1,1,1,1,1,1,Under-Patron
3220462,1,1,1,1,1,1,Under-Patron
3220471,1,4,3,1,1,4,Under-Patron
3220472,1,1,1,1,1,1,Under-Patron
3220479,4,1,3,1,1,4,Under-Patron
3220485,4,2,3,1,1,4,Under-Patron
3220490,,,,,,,Under-Patron
3220506,1,3,2,1,1,3,Under-Patron
3220512,1,1,1,1,1,2,Under-Patron
3220544,1,1,1,1,1,1,Under-Patron
3220548,1,1,1,1,1,2,Under-Patron
3220555,1,1,2,1,1,3,Under-Patron
3220563,,,,,,,Under-Patron
3220580,1,1,2,1,1,4,Under-Patron
3220629,,,,,,,Under-Patron
3220635,1,2,1,1,1,1,Under-Patron
3220681,,,,,,,Under-Patron
3220684,1,1,1,1,1,1,Under-Patron
3220685,,,,,,,Under-Patron
3220701,,,,,,,Under-Patron
3220706,1,1,2,1,1,3,Under-Patron
3220713,1,1,2,1,1,3,Under-Patron
3220726,1,1,1,1,1,1,Under-Patron
3220739,4,2,3,1,1,4,Under-Patron
3220765,,,,,,,Under-Patron
3220766,1,1,1,1,1,1,Under-Patron
3220790,,,,,,,Under-Patron
3220802,,,,,,,Under-Patron
3220808,,,,,,,Under-Patron
3220840,,,,,,,Under-Patron
3220850,1,1,1,1,1,1,Under-Patron
3220852,,,,,,,Under-Patron
3220863,,,,,,,Under-Patron
3220880,,,,,,,Under-Patron
3220893,1,1,1,1,1,1,Under-Patron
3220900,,,,,,,Under-Patron
3220905,,,,,,,Under-Patron
3220916,,,,,,,Under-Patron
3220937,1,2,2,1,1,3,Under-Patron
3220955,1,1,1,1,1,1,Under-Patron
3220964,,,,,,,Under-Patron
3220967,1,1,1,1,1,1,Under-Patron
3220984,,,,,,,Under-Patron
3220993,1,1,1,1,1,1,Under-Patron
3220995,,,,,,,Under-Patron
3221008,1,1,1,1,1,1,Under-Patron
3221010,1,1,1,1,1,1,Under-Patron
3221012,1,1,1,1,1,1,Under-Patron
3221041,1,1,2,1,1,4,Under-Patron
3221088,3,2,3,1,1,4,Under-Patron
3221094,4,1,3,1,1,4,Under-Patron
3221095,1,2,1,1,1,1,Under-Patron
3221101,1,1,1,1,1,1,Under-Patron
3221106,,,,,,,Under-Patron
3221115,1,1,1,1,1,1,Under-Patron
3221116,1,1,1,1,1,1,Under-Patron
3221135,2,2,2,1,1,3,Under-Patron
3221136,,,,,,,Under-Patron
3221141,1,1,1,1,1,1,Under-Patron
3221143,1,1,1,1,1,1,Under-Patron
3221157,1,3,3,1,1,4,Under-Patron
3221184,,,,,,,Under-Patron
3221236,1,1,1,1,1,1,Under-Patron
3221278,,,,,,,Under-Patron
3221288,1,1,1,1,1,1,Under-Patron
3221300,,,,,,,Under-Patron
3221330,4,3,4,1,1,4,Under-Patron
3221353,4,3,4,1,1,4,Under-Patron
3221375,1,1,1,1,1,1,Under-Patron
3221389,1,1,1,1,1,1,Under-Patron
3221408,1,1,1,1,1,1,Under-Patron
3221452,1,1,1,1,1,1,Under-Patron
3221472,1,1,1,1,1,1,Under-Patron
3221481,,,,,,,Under-Patron
3221482,,,,,,,Under-Patron
3221521,,,,,,,Under-Patron
3221528,1,2,2,1,1,3,Under-Patron
3221540,1,1,2,1,1,4,Under-Patron
3221600,,,,,,,Under-Patron
3221610,1,1,1,1,1,1,Under-Patron
3221703,,,,,,,Under-Patron
3221709,1,1,1,1,1,2,Under-Patron
3221722,1,1,1,1,1,1,Under-Patron
3221728,1,3,2,1,1,3,Under-Patron
3221738,1,1,1,1,1,1,Under-Patron
3221741,3,1,3,1,1,4,Under-Patron
3221748,1,1,1,1,1,1,Under-Patron
3221761,,,,,,,Under-Patron
3221786,,,,,,,Under-Patron
3221851,1,2,2,1,1,2,Under-Patron
3221870,1,1,1,1,1,1,Under-Patron
3221872,1,1,1,1,1,1,Under-Patron
3221876,,,,,,,Under-Patron
3221879,1,4,3,1,1,4,Under-Patron
3221881,1,1,1,1,1,1,Under-Patron
3221915,1,1,1,1,1,1,Under-Patron
3221922,1,1,1,1,1,2,Under-Patron
3221939,,,,,,,Under-Patron
3221970,1,1,1,1,1,2,Under-Patron
3221991,3,1,3,1,1,4,Under-Patron
3221993,1,3,3,1,1,4,Under-Patron
3222028,,,,,,,Under-Patron
3222056,1,1,1,1,1,1,Under-Patron
3222062,1,1,1,1,1,1,Under-Patron
3222071,,,,,,,Under-Patron
3222086,1,1,1,1,1,1,Under-Patron
3222097,1,1,1,1,1,1,Under-Patron
3222111,1,2,2,1,1,4,Under-Patron
3222119,1,1,1,1,1,1,Under-Patron
3222131,,,,,,,Under-Patron
3222204,1,1,1,1,1,2,Under-Patron
3222211,3,1,3,1,1,4,Under-Patron
3222223,1,2,2,1,1,4,Under-Patron
3222239,1,2,2,1,1,2,Under-Patron
3222241,,,,,,,Under-Patron
3222246,,,,,,,Under-Patron
3222254,1,2,1,1,1,1,Under-Patron
3222287,1,2,2,1,1,2,Under-Patron
3222292,1,1,1,1,1,1,Under-Patron
3222330,,,,,,,Under-Patron
3222378,1,1,2,1,1,4,Under-Patron
3222419,1,1,1,1,1,1,Under-Patron
3222422,,,,,,,Under-Patron
3222424,,,,,,,Under-Patron
3222425,1,1,1,1,1,1,Under-Patron
3222433,,,,,,,Under-Patron
3222469,3,4,3,1,1,3,Under-Patron
3222482,,,,,,,Under-Patron
3222494,1,1,1,1,1,1,Under-Patron
3222550,1,2,1,1,1,1,Under-Patron
3222556,,,,,,,Under-Patron
3222588,,,,,,,Under-Patron
3222602,1,1,1,1,1,1,Under-Patron
3222612,,,,,,,Under-Patron
3222631,,,,,,,Under-Patron
3222634,1,1,1,1,1,1,Under-Patron
3222638,1,1,2,1,1,4,Under-Patron
3222643,1,1,1,1,1,1,Under-Patron
3222651,,,,,,,Under-Patron
3222693,1,2,1,1,1,1,Under-Patron
3222715,1,2,2,1,1,2,Under-Patron
3222716,1,2,2,1,1,3,Under-Patron
3222724,1,1,1,1,1,1,Under-Patron
3222746,1,1,1,1,1,1,Under-Patron
3222774,,,,,,,Under-Patron
3222818,,,,,,,Under-Patron
3222860,,,,,,,Under-Patron
3222869,1,2,1,1,1,1,Under-Patron
3222873,1,3,3,1,1,4,Under-Patron
3222879,1,2,1,1,1,1,Under-Patron
3222897,1,2,2,1,1,4,Under-Patron
3222911,,,,,,,Under-Patron
3222918,,,,,,,Under-Patron
3222927,1,1,1,1,1,2,Under-Patron
3222928,3,1,2,1,1,3,Under-Patron
3222929,1,1,2,1,1,4,Under-Patron
3222951,,,,,,,Under-Patron
3222965,,,,,,,Under-Patron
3222995,,,,,,,Under-Patron
3223000,1,1,1,1,1,1,Under-Patron
3223021,1,1,1,1,1,2,Under-Patron
3223059,1,1,1,1,1,1,Under-Patron
3223079,1,1,1,1,1,1,Under-Patron
3223094,,,,,,,Under-Patron
3223122,,,,,,,Under-Patron
3223138,,,,,,,Under-Patron
3223154,1,1,1,1,1,1,Under-Patron
3223157,1,2,1,1,1,1,Under-Patron
3223160,1,4,3,1,1,4,Under-Patron
3223252,1,1,1,,,1,Under-Patron
3223260,,,,,,,Under-Patron
3223292,1,1,2,1,1,4,Under-Patron
3223338,4,4,4,1,1,4,Under-Patron
3223362,1,1,1,1,1,1,Under-Patron
3223368,1,1,2,1,1,4,Under-Patron
3223383,1,1,1,1,1,1,Under-Patron
3223400,1,1,1,1,1,1,Under-Patron
3223424,1,1,1,1,1,1,Under-Patron
3223468,1,1,2,1,1,4,Under-Patron
3223475,1,1,1,1,1,1,Under-Patron
3223497,,,,,,,Under-Patron
3223504,1,1,1,1,1,1,Under-Patron
3223544,1,1,1,1,1,1,Under-Patron
3223557,,,,,,,Under-Patron
3223559,1,2,1,1,1,1,Under-Patron
3223573,4,4,4,1,1,4,Under-Patron
3223582,,,,,,,Under-Patron
3223604,1,2,1,1,1,1,Under-Patron
3223612,4,1,3,1,1,4,Under-Patron
3223641,3,2,3,1,1,4,Under-Patron
3223642,1,1,1,1,1,2,Under-Patron
3223649,,,,,,,Under-Patron
3223651,1,1,1,1,1,1,Under-Patron
3223655,1,1,1,1,1,1,Under-Patron
3223658,,,,,,,Under-Patron
3223665,1,2,1,1,1,1,Under-Patron
3223688,,,,,,,Under-Patron
3223695,,,,,,,Under-Patron
3223698,,,,,,,Under-Patron
3223745,,,,,,,Under-Patron
3223750,,,,,,,Under-Patron
3223800,1,1,1,1,1,1,Under-Patron
3223805,,,,,,,Under-Patron
3223807,1,1,2,1,1,4,Under-Patron
3223824,,,,,,,Under-Patron
3223831,1,1,2,1,1,3,Under-Patron
3223833,1,1,1,1,1,1,Under-Patron
3223836,1,2,1,1,1,1,Under-Patron
3223850,1,1,1,1,1,1,Under-Patron
3223854,,,,,,,Under-Patron
3223857,1,1,2,1,1,4,Under-Patron
3223889,1,1,1,1,1,1,Under-Patron
3223895,1,2,2,1,1,3,Under-Patron
3223902,1,1,1,1,1,1,Under-Patron
3223908,1,1,1,1,1,1,Under-Patron
3223915,1,1,2,1,1,4,Under-Patron
3223918,,,,,,,Under-Patron
3223923,3,1,3,1,1,4,Under-Patron
3223938,,,,,,,Under-Patron
3223944,1,1,1,1,1,1,Under-Patron
3223947,,,,,,,Under-Patron
3223954,1,1,1,1,1,1,Under-Patron
3223955,,,,,,,Under-Patron
3223960,3,2,3,1,1,4,Under-Patron
3223976,1,1,1,1,1,1,Under-Patron
3223998,1,1,1,1,1,1,Under-Patron
3224000,1,1,1,1,1,1,Under-Patron
3224002,,,,,,,Under-Patron
3224009,1,1,1,1,1,1,Under-Patron
3224041,1,1,1,1,1,1,Under-Patron
3224069,4,4,4,1,1,4,Under-Patron
3224074,1,1,1,1,1,1,Under-Patron
3224080,1,1,1,1,1,1,Under-Patron
3224089,1,2,2,1,1,4,Under-Patron
3224099,1,1,1,1,1,1,Under-Patron
3224124,4,1,3,1,1,4,Under-Patron
3224126,2,1,2,1,1,3,Under-Patron
3224137,1,1,1,1,1,1,Under-Patron
3224141,1,1,1,1,1,1,Under-Patron
3224145,1,1,1,1,1,1,Under-Patron
3224204,4,1,3,1,2,4,Under-Patron
3224207,1,1,1,1,1,1,Under-Patron
3224208,1,2,2,1,1,2,Under-Patron
3224220,1,2,2,1,1,4,Under-Patron
3224227,,,,,,,Under-Patron
3224228,,,,,,,Under-Patron
3224237,1,1,1,1,1,1,Under-Patron
3224238,1,1,1,1,1,2,Under-Patron
3224239,,,,,,,Under-Patron
3224247,1,2,2,1,1,3,Under-Patron
3224257,1,1,2,1,1,3,Under-Patron
3224286,1,1,1,1,1,1,Under-Patron
3224296,1,1,1,1,1,1,Under-Patron
3224299,1,1,1,1,1,2,Under-Patron
3224302,1,1,1,1,1,1,Under-Patron
3224315,1,1,1,1,1,1,Under-Patron
3224318,1,1,1,1,1,1,Under-Patron
3224321,1,2,2,1,1,2,Under-Patron
3224322,,,,,,,Under-Patron
3224326,1,1,1,1,1,1,Under-Patron
3224331,1,1,1,1,1,1,Under-Patron
3224333,1,1,1,1,1,1,Under-Patron
3224343,4,1,3,1,1,4,Under-Patron
3224345,1,3,2,1,1,3,Under-Patron
3224368,1,1,1,1,1,2,Under-Patron
3224373,,,,,,,Under-Patron
3224383,1,1,1,1,1,1,Under-Patron
3224396,1,1,1,1,1,1,Under-Patron
3224411,1,1,1,1,1,1,Under-Patron
3224413,1,1,1,1,1,1,Under-Patron
3224415,1,1,1,1,1,1,Under-Patron
3224428,4,1,3,1,1,4,Under-Patron
3224429,1,1,1,1,1,2,Under-Patron
3224457,1,1,1,1,1,1,Under-Patron
3224459,,,,,,,Under-Patron
3224477,1,1,1,1,1,2,Under-Patron
3224481,1,1,1,1,1,1,Under-Patron
3224500,1,1,1,1,1,1,Under-Patron
3224505,1,1,2,1,1,4,Under-Patron
3224521,,,,,,,Under-Patron
3224543,3,1,3,1,1,4,Under-Patron
3224553,1,1,1,1,1,1,Under-Patron
3224568,,,,,,,Under-Patron
3224570,1,1,1,1,1,1,Under-Patron
3224629,1,2,1,1,1,1,Under-Patron
3224631,1,2,2,1,1,2,Under-Patron
3224637,2,2,3,1,1,4,Under-Patron
3224641,1,1,1,1,1,1,Under-Patron
3224644,1,1,2,1,1,4,Under-Patron
3224646,1,1,1,1,1,1,Under-Patron
3224648,,,,,,,Under-Patron
3224650,1,1,1,1,1,1,Under-Patron
3224651,1,1,1,1,1,2,Under-Patron
3224654,,,,,,,Under-Patron
3224656,1,1,1,1,1,1,Under-Patron
3224660,1,2,2,1,1,3,Under-Patron
3224672,1,1,1,1,1,1,Under-Patron
3224681,1,1,1,1,1,2,Under-Patron
3224700,1,1,1,1,1,1,Under-Patron
3224704,1,1,1,1,1,1,Under-Patron
3224705,1,1,1,1,1,1,Under-Patron
3224724,1,1,1,1,1,1,Under-Patron
3224726,4,1,3,1,1,3,Under-Patron
3224732,1,1,2,1,1,3,Under-Patron
3224734,4,4,4,1,1,4,Under-Patron
3224754,1,1,1,1,1,1,Under-Patron
3224774,1,1,1,1,1,1,Under-Patron
3224786,,,,,,,Under-Patron
3224798,4,4,4,1,1,4,Under-Patron
3224800,1,1,1,1,1,1,Under-Patron
3224811,1,1,2,1,1,4,Under-Patron
3224816,1,1,1,1,1,1,Under-Patron
3224817,1,1,1,1,1,1,Under-Patron
3224835,3,2,3,1,1,4,Under-Patron
3224838,1,1,2,1,1,4,Under-Patron
3224848,1,1,1,1,1,2,Under-Patron
3224849,,,,,,,Under-Patron
3224873,1,1,2,1,1,4,Under-Patron
3224880,1,1,1,1,1,1,Under-Patron
3224891,1,1,1,1,1,1,Under-Patron
3224897,1,1,2,1,1,3,Under-Patron
3224900,,,,,,,Under-Patron
3224910,,,,,,,Under-Patron
3224984,,,,,,,Under-Patron
3225020,,,,,,,Under-Patron
3225022,,,,,,,Under-Patron
3225025,4,4,4,1,1,4,Under-Patron
3225039,1,1,1,1,1,1,Under-Patron
3225041,1,1,1,1,1,1,Under-Patron
3225042,,,,,,,Under-Patron
3225076,1,1,2,1,1,4,Under-Patron
3225128,,,,,,,Under-Patron
3225131,4,2,3,1,1,4,Under-Patron
3225147,1,1,1,1,1,1,Under-Patron
3225151,1,2,2,1,1,4,Under-Patron
3225158,1,1,1,1,1,1,Under-Patron
3225160,1,1,1,1,1,1,Under-Patron
3225170,1,1,1,1,1,1,Under-Patron
3225171,1,2,1,1,1,1,Under-Patron
3225174,,,,,,,Under-Patron
3225176,1,1,1,1,1,1,Under-Patron
3225188,1,2,2,1,1,4,Under-Patron
3225200,1,1,1,1,1,1,Under-Patron
3225211,1,2,2,1,1,4,Under-Patron
3225214,1,3,3,1,1,4,Under-Patron
3225215,1,1,1,1,1,1,Under-Patron
3225231,1,1,2,1,1,4,Under-Patron
3225234,1,1,1,1,1,1,Under-Patron
3225235,,,,,,,Under-Patron
3225241,1,1,1,1,1,1,Under-Patron
3225243,1,2,1,1,1,1,Under-Patron
3225252,1,1,2,1,1,4,Under-Patron
3225263,1,1,1,1,1,1,Under-Patron
3225266,1,2,2,1,1,4,Under-Patron
3225268,1,1,2,1,1,4,Under-Patron
3225276,1,2,1,1,1,1,Under-Patron
3225278,2,2,2,1,1,2,Under-Patron
3225283,4,1,3,1,1,4,Under-Patron
3225285,,,,,,,Under-Patron
3225302,,,,,,,Under-Patron
3225313,,,,,,,Under-Patron
3225326,,,,,,,Under-Patron
3225382,,,,,,,Under-Patron
3225383,1,1,1,1,1,1,Under-Patron
3225399,1,1,1,1,1,1,Under-Patron
3225400,1,1,1,1,1,1,Under-Patron
3225406,,,,,,,Under-Patron
3225434,,,,,,,Under-Patron
3225438,,,,,,,Under-Patron
3225444,1,1,1,1,1,1,Under-Patron
3225461,,,,,,,Under-Patron
3225508,,,,,,,Under-Patron
3225522,1,2,2,1,1,4,Under-Patron
3225523,1,1,1,1,1,1,Under-Patron
3225526,1,1,1,1,1,1,Under-Patron
3225573,,,,,,,Under-Patron
3225618,,,,,,,Under-Patron
3225665,1,1,1,1,1,1,Under-Patron
3225666,,,,,,,Under-Patron
3225684,,,,,,,Under-Patron
3225702,,,,,,,Under-Patron
3225707,1,1,1,1,1,1,Under-Patron
3225712,,,,,,,Under-Patron
3225743,1,1,1,1,1,1,Under-Patron
3225747,1,2,1,1,1,1,Under-Patron
3225751,,,,,,,Under-Patron
3225817,,,,,,,Under-Patron
3225881,1,2,2,1,1,4,Under-Patron
3225891,,,,,,,Under-Patron
3225951,,,,,,,Under-Patron
3225969,1,1,1,1,1,1,Under-Patron
3226003,4,3,4,1,1,4,Under-Patron
3226011,1,2,2,1,1,2,Under-Patron
3226013,,,,,,,Under-Patron
3226049,,,,,,,Under-Patron
3226054,1,1,2,1,1,4,Under-Patron
3226075,1,1,2,1,1,4,Under-Patron
3226122,,,,,,,Under-Patron
3226126,,,,,,,Under-Patron
3226130,1,1,1,1,1,1,Under-Patron
3226132,,,,,,,Under-Patron
3226137,,,,,,,Under-Patron
3226190,,,,,,,Under-Patron
3226192,1,1,1,1,1,1,Under-Patron
3226197,,,,,,,Under-Patron
3226202,,,,,,,Under-Patron
3226218,,,,,,,Under-Patron
3226219,1,1,1,1,1,1,Under-Patron
3226276,,,,,,,Under-Patron
3226280,,,,,,,Under-Patron
3226282,3,3,3,1,1,3,Under-Patron
3226301,1,1,2,1,1,4,Under-Patron
3226309,,,,,,,Under-Patron
3226316,,,,,,,Under-Patron
3226339,3,2,3,1,1,3,Under-Patron
3226354,1,1,1,1,1,1,Under-Patron
3226369,,,,,,,Under-Patron
3226400,1,1,1,1,1,1,Under-Patron
3226402,,,,,,,Under-Patron
