customer_no,Affinity_Rating,Capacity_Rating,PROscore,Frequency,Monetary,Propensity_Rating,Donor_Category
3226412,,,,,,,Under-Patron
3226435,,,,,,,Under-Patron
3226447,,,,,,,Under-Patron
3226450,4,2,3,1,1,4,Under-Patron
3226473,1,1,1,1,1,1,Under-Patron
3226485,1,1,1,1,1,1,Under-Patron
3226494,1,2,2,1,1,3,Under-Patron
3226503,1,1,1,1,1,1,Under-Patron
3226544,,,,,,,Under-Patron
3226553,1,1,1,1,1,1,Under-Patron
3226571,1,2,2,1,1,3,Under-Patron
3226579,,,,,,,Under-Patron
3226593,,,,,,,Under-Patron
3226594,1,1,2,1,1,4,Under-Patron
3226616,1,1,1,1,1,1,Under-Patron
3226636,,,,,,,Under-Patron
3226645,,,,,,,Under-Patron
3226675,,,,,,,Under-Patron
3226679,,,,,,,Under-Patron
3226734,,,,,,,Under-Patron
3226740,,,,,,,Under-Patron
3226748,,,,,,,Under-Patron
3226754,,,,,,,Under-Patron
3226781,,,,,,,Under-Patron
3226790,,,,,,,Under-Patron
3226792,,,,,,,Under-Patron
3226794,1,2,2,1,1,2,Under-Patron
3226830,,,,,,,Under-Patron
3226833,,,,,,,Under-Patron
3226848,,,,,,,Under-Patron
3226865,,,,,,,Under-Patron
3226874,,,,,,,Under-Patron
3226877,,,,,,,Under-Patron
3226889,,,,,,,Under-Patron
3226905,,,,,,,Under-Patron
3226939,,,,,,,Under-Patron
3226950,,,,,,,Under-Patron
3227495,,,,,,,Under-Patron
3227498,1,1,1,1,1,1,Under-Patron
3227499,,,,,,,Under-Patron
3227522,1,1,1,1,1,1,Under-Patron
3227526,,,,,,,Under-Patron
3227533,,,,,,,Under-Patron
3227536,4,1,3,1,1,4,Under-Patron
3227541,1,2,1,1,1,1,Under-Patron
3227543,1,1,2,1,1,4,Under-Patron
3227545,4,1,3,1,1,4,Under-Patron
3227546,4,1,3,,,4,Under-Patron
3227549,,,,,,,Under-Patron
3227566,,,,,,,Under-Patron
3227567,,,,,,,Under-Patron
3227570,1,2,1,1,1,1,Under-Patron
3227572,1,2,1,1,1,1,Under-Patron
3227576,4,4,4,1,1,4,Under-Patron
3227578,4,2,3,1,1,4,Under-Patron
3227582,1,2,1,1,1,1,Under-Patron
3227584,,,,,,,Under-Patron
3227588,1,2,2,1,1,3,Under-Patron
3227681,1,1,1,1,1,1,Under-Patron
3227706,4,2,3,1,1,4,Under-Patron
3227712,4,3,4,1,1,4,Under-Patron
3227716,4,4,4,1,1,4,Under-Patron
3227726,,,,,,,Under-Patron
3227727,,,,,,,Under-Patron
3227735,,,,,,,Under-Patron
3227741,,,,,,,Under-Patron
3227766,1,3,3,1,1,4,Under-Patron
3227783,,,,,,,Under-Patron
3227818,,,,,,,Under-Patron
3227819,1,1,1,1,1,1,Under-Patron
3227826,,,,,,,Under-Patron
3227833,,,,,,,Under-Patron
3227846,1,1,1,1,1,1,Under-Patron
3227880,,,,,,,Under-Patron
3227898,,,,,,,Under-Patron
3227913,1,2,2,1,1,4,Under-Patron
3227927,,,,,,,Under-Patron
3227933,,,,,,,Under-Patron
3227934,,,,,,,Under-Patron
3227939,,,,,,,Under-Patron
3227987,,,,,,,Under-Patron
3228006,,,,,,,Under-Patron
3228021,,,,,,,Under-Patron
3228083,,,,,,,Under-Patron
3228111,,,,,,,Under-Patron
3228119,,,,,,,Under-Patron
3228128,,,,,,,Under-Patron
3228136,,,,,,,Under-Patron
3228139,,,,,,,Under-Patron
3228154,1,1,1,1,1,2,Under-Patron
3228222,,,,,,,Under-Patron
3228236,,,,,,,Under-Patron
3228277,,,,,,,Under-Patron
3228292,,,,,,,Under-Patron
3228302,,,,,,,Under-Patron
3228316,,,,,,,Under-Patron
3228399,,,,,,,Under-Patron
3228406,,,,,,,Under-Patron
3228416,,,,,,,Under-Patron
3228445,,,,,,,Under-Patron
3228446,,,,,,,Under-Patron
3228453,,,,,,,Under-Patron
3228516,,,,,,,Under-Patron
3228547,,,,,,,Under-Patron
3228557,2,3,3,1,1,4,Under-Patron
3228568,4,4,4,1,1,4,Under-Patron
3228569,,,,,,,Under-Patron
3228648,1,1,1,1,1,2,Under-Patron
3228696,,,,,,,Under-Patron
3228714,4,2,3,1,1,4,Under-Patron
3228715,4,4,4,1,1,4,Under-Patron
3228723,3,3,3,1,1,4,Under-Patron
3228727,,,,,,,Under-Patron
3228734,1,2,2,1,1,2,Under-Patron
3228760,,,,,,,Under-Patron
3228768,1,2,2,1,1,3,Under-Patron
3228772,1,1,2,1,1,3,Under-Patron
3228777,,,,,,,Under-Patron
3228785,,,,,,,Under-Patron
3228796,4,2,3,1,1,4,Under-Patron
3228807,,,,,,,Under-Patron
3228822,3,1,2,1,1,3,Under-Patron
3228840,,,,,,,Under-Patron
3228869,4,1,3,1,1,4,Under-Patron
3228883,,,,,,,Under-Patron
3228890,,,,,,,Under-Patron
3228937,,,,,,,Under-Patron
3228965,1,1,1,1,1,1,Under-Patron
3229008,,,,,,,Under-Patron
3229013,1,1,1,1,1,1,Under-Patron
3229016,,,,,,,Under-Patron
3229027,,,,,,,Under-Patron
3229034,,,,,,,Under-Patron
3229045,,,,,,,Under-Patron
3229063,,,,,,,Under-Patron
3229162,,,,,,,Under-Patron
3229165,,,,,,,Under-Patron
3229177,,,,,,,Under-Patron
3229184,,,,,,,Under-Patron
3229206,,,,,,,Under-Patron
3229208,1,1,1,1,1,1,Under-Patron
3229246,1,1,1,1,1,1,Under-Patron
3229254,,,,,,,Under-Patron
3229288,,,,,,,Under-Patron
3229305,,,,,,,Under-Patron
3229374,,,,,,,Under-Patron
3229381,,,,,,,Under-Patron
3229489,,,,,,,Under-Patron
3229504,1,1,1,1,1,1,Under-Patron
3229508,,,,,,,Under-Patron
3229532,,,,,,,Under-Patron
3229571,4,3,4,1,1,4,Under-Patron
3229587,,,,,,,Under-Patron
3229626,,,,,,,Under-Patron
3229661,,,,,,,Under-Patron
3229663,,,,,,,Under-Patron
3229664,,,,,,,Under-Patron
3229709,,,,,,,Under-Patron
3229716,,,,,,,Under-Patron
3229737,1,1,1,1,1,2,Under-Patron
3229901,,,,,,,Under-Patron
3229975,,,,,,,Under-Patron
3230054,1,1,1,1,1,1,Under-Patron
3230056,,,,,,,Under-Patron
3230089,1,3,2,1,1,3,Under-Patron
3230103,,,,,,,Under-Patron
3230121,,,,,,,Under-Patron
3230132,,,,,,,Under-Patron
3230142,,,,,,,Under-Patron
3230156,,,,,,,Under-Patron
3230168,,,,,,,Under-Patron
3230171,,,,,,,Under-Patron
3230178,1,1,1,1,1,2,Under-Patron
3230203,,,,,,,Under-Patron
3230249,,,,,,,Under-Patron
3230274,,,,,,,Under-Patron
3230276,,,,,,,Under-Patron
3230308,,,,,,,Under-Patron
3230321,,,,,,,Under-Patron
3230325,,,,,,,Under-Patron
3230326,1,2,1,1,1,1,Under-Patron
3230366,,,,,,,Under-Patron
3230378,,,,,,,Under-Patron
3230392,,,,,,,Under-Patron
3230478,,,,,,,Under-Patron
3230494,1,2,2,1,1,4,Under-Patron
3230519,,,,,,,Under-Patron
3230524,,,,,,,Under-Patron
3230543,,,,,,,Under-Patron
3230545,,,,,,,Under-Patron
3230562,1,1,1,1,1,1,Under-Patron
3230563,3,1,2,1,1,3,Under-Patron
3230567,,,,,,,Under-Patron
3230577,,,,,,,Under-Patron
3230582,,,,,,,Under-Patron
3230608,,,,,,,Under-Patron
3230668,,,,,,,Under-Patron
3230672,,,,,,,Under-Patron
3230700,1,2,1,1,1,1,Under-Patron
3230705,,,,,,,Under-Patron
3230765,1,1,1,1,1,1,Under-Patron
3230830,,,,,,,Under-Patron
3230924,,,,,,,Under-Patron
3230925,,,,,,,Under-Patron
3230932,,,,,,,Under-Patron
3230948,,,,,,,Under-Patron
3230954,,,,,,,Under-Patron
3230955,,,,,,,Under-Patron
3230964,,,,,,,Under-Patron
3230968,,,,,,,Under-Patron
3230985,,,,,,,Under-Patron
3231015,,,,,,,Under-Patron
3231018,,,,,,,Under-Patron
3231043,3,1,3,1,1,4,Under-Patron
3231081,,,,,,,Under-Patron
3231104,,,,,,,Under-Patron
3231116,,,,,,,Under-Patron
3231118,,,,,,,Under-Patron
3231186,,,,,,,Under-Patron
3231205,,,,,,,Under-Patron
3231222,,,,,,,Under-Patron
3231236,,,,,,,Under-Patron
3231246,,,,,,,Under-Patron
3231249,,,,,,,Under-Patron
3231254,,,,,,,Under-Patron
3231283,4,1,3,1,1,3,Under-Patron
3231293,,,,,,,Under-Patron
3231347,,,,,,,Under-Patron
3231352,,,,,,,Under-Patron
3231395,,,,,,,Under-Patron
3231421,,,,,,,Under-Patron
3231453,,,,,,,Under-Patron
3231461,4,2,3,1,1,4,Under-Patron
3231464,,,,,,,Under-Patron
3231465,,,,,,,Under-Patron
3231475,,,,,,,Under-Patron
3231503,,,,,,,Under-Patron
3231513,1,2,1,1,1,1,Under-Patron
3231559,,,,,,,Under-Patron
3231607,1,2,2,1,1,2,Under-Patron
3231616,,,,,,,Under-Patron
3231624,,,,,,,Under-Patron
3231645,1,1,2,1,1,3,Under-Patron
3231670,4,1,3,1,1,4,Under-Patron
3231678,1,1,1,1,1,1,Under-Patron
3231690,,,,,,,Under-Patron
3231700,3,2,3,1,1,3,Under-Patron
3231718,,,,,,,Under-Patron
3231726,,,,,,,Under-Patron
3231728,,,,,,,Under-Patron
3231742,,,,,,,Under-Patron
3231744,,,,,,,Under-Patron
3231750,,,,,,,Under-Patron
3231764,3,2,3,1,1,4,Under-Patron
3231796,,,,,,,Under-Patron
3231798,2,2,3,1,1,4,Under-Patron
3231809,1,2,2,1,1,2,Under-Patron
3231810,1,2,2,1,1,4,Under-Patron
3231816,1,1,1,1,1,1,Under-Patron
3231874,1,1,1,1,1,1,Under-Patron
3231882,4,3,4,1,1,4,Under-Patron
3231891,1,1,1,1,1,1,Under-Patron
3231894,4,2,3,1,1,4,Under-Patron
3231907,,,,,,,Under-Patron
3231912,1,1,1,1,1,1,Under-Patron
3231920,1,1,1,1,1,1,Under-Patron
3231923,3,1,3,1,1,4,Under-Patron
3231964,1,1,1,1,1,1,Under-Patron
3232017,1,1,1,1,1,1,Under-Patron
3232061,1,1,1,1,1,1,Under-Patron
3232122,2,1,2,1,1,4,Under-Patron
3232145,2,1,2,1,1,4,Under-Patron
3232146,1,2,2,1,1,4,Under-Patron
3232148,1,2,1,1,1,1,Under-Patron
3232156,1,1,1,1,1,1,Under-Patron
3232171,1,1,1,1,1,1,Under-Patron
3232175,1,1,2,1,1,4,Under-Patron
3232187,1,1,1,1,1,1,Under-Patron
3232196,1,1,1,1,1,1,Under-Patron
3232213,1,2,2,1,1,2,Under-Patron
3232241,1,1,1,1,1,1,Under-Patron
3232246,1,1,1,1,1,1,Under-Patron
3232262,1,1,1,1,1,1,Under-Patron
3232278,1,3,2,1,1,2,Under-Patron
3232313,1,1,1,1,1,1,Under-Patron
3232390,,,,,,,Under-Patron
3232485,,,,,,,Under-Patron
3232490,2,2,2,1,1,3,Under-Patron
3232497,,,,,,,Under-Patron
3232509,,,,,,,Under-Patron
3232532,,,,,,,Under-Patron
3232536,4,3,4,1,1,4,Under-Patron
3232537,,,,,,,Under-Patron
3232550,1,1,1,1,1,1,Under-Patron
3232555,,,,,,,Under-Patron
3232570,1,1,2,1,1,4,Under-Patron
3232579,,,,,,,Under-Patron
3232583,,,,,,,Under-Patron
3232587,,,,,,,Under-Patron
3232593,,,,,,,Under-Patron
3232602,,,,,,,Under-Patron
3232634,,,,,,,Under-Patron
3232666,,,,,,,Under-Patron
3232673,,,,,,,Under-Patron
3232697,,,,,,,Under-Patron
3232716,,,,,,,Under-Patron
3232717,,,,,,,Under-Patron
3232723,,,,,,,Under-Patron
3232739,,,,,,,Under-Patron
3232748,,,,,,,Under-Patron
3232761,,,,,,,Under-Patron
3232774,,,,,,,Under-Patron
3232776,,,,,,,Under-Patron
3232791,,,,,,,Under-Patron
3232810,,,,,,,Under-Patron
3232841,,,,,,,Under-Patron
3232894,,,,,,,Under-Patron
3232911,4,2,3,1,1,4,Under-Patron
3232943,,,,,,,Under-Patron
3232962,,,,,,,Under-Patron
3232979,,,,,,,Under-Patron
3232980,,,,,,,Under-Patron
3232985,,,,,,,Under-Patron
3232998,1,2,2,1,1,2,Under-Patron
3232999,,,,,,,Under-Patron
3233052,1,1,1,1,1,1,Under-Patron
3233086,,,,,,,Under-Patron
3233111,,,,,,,Under-Patron
3233116,,,,,,,Under-Patron
3233138,,,,,,,Under-Patron
3233152,1,2,1,1,1,1,Under-Patron
3233160,,,,,,,Under-Patron
3233191,,,,,,,Under-Patron
3233193,,,,,,,Under-Patron
3233207,,,,,,,Under-Patron
3233310,,,,,,,Under-Patron
3233337,,,,,,,Under-Patron
3233353,,,,,,,Under-Patron
3233357,,,,,,,Under-Patron
3233375,1,2,1,1,1,1,Under-Patron
3233380,,,,,,,Under-Patron
3233535,,,,,,,Under-Patron
3233544,,,,,,,Under-Patron
3233560,,,,,,,Under-Patron
3233564,,,,,,,Under-Patron
3233640,,,,,,,Under-Patron
3233646,,,,,,,Under-Patron
3233661,1,1,1,1,1,1,Under-Patron
3233668,,,,,,,Under-Patron
3233692,,,,,,,Under-Patron
3233719,,,,,,,Under-Patron
3233724,,,,,,,Under-Patron
3233738,1,1,1,1,1,1,Under-Patron
3233769,,,,,,,Under-Patron
3233771,,,,,,,Under-Patron
3233789,,,,,,,Under-Patron
3233801,,,,,,,Under-Patron
3233811,1,1,1,1,1,1,Under-Patron
3233844,,,,,,,Under-Patron
3233876,,,,,,,Under-Patron
3233889,1,2,1,1,1,1,Under-Patron
3233895,,,,,,,Under-Patron
3233911,1,1,1,1,1,1,Under-Patron
3233920,1,1,1,1,1,1,Under-Patron
3233929,,,,,,,Under-Patron
3233942,,,,,,,Under-Patron
3233986,,,,,,,Under-Patron
3234025,,,,,,,Under-Patron
3234030,,,,,,,Under-Patron
3234051,,,,,,,Under-Patron
3234052,4,2,3,1,1,4,Under-Patron
3234076,,,,,,,Under-Patron
3234086,,,,,,,Under-Patron
3234087,3,2,3,1,1,4,Under-Patron
3234100,,,,,,,Under-Patron
3234123,,,,,,,Under-Patron
3234137,,,,,,,Under-Patron
3234207,3,1,2,1,1,3,Under-Patron
3234244,,,,,,,Under-Patron
3234344,,,,,,,Under-Patron
3234362,,,,,,,Under-Patron
3234381,,,,,,,Under-Patron
3234404,,,,,,,Under-Patron
3234636,,,,,,,Under-Patron
3234653,,,,,,,Under-Patron
3234670,,,,,,,Under-Patron
3234701,,,,,,,Under-Patron
3234719,,,,,,,Under-Patron
3234726,,,,,,,Under-Patron
3234737,,,,,,,Under-Patron
3234761,,,,,,,Under-Patron
3234765,,,,,,,Under-Patron
3234784,,,,,,,Under-Patron
3234789,,,,,,,Under-Patron
3234813,,,,,,,Under-Patron
3234877,,,,,,,Under-Patron
3234882,1,1,2,1,1,4,Under-Patron
3234884,,,,,,,Under-Patron
3234902,,,,,,,Under-Patron
3234927,,,,,,,Under-Patron
3234937,,,,,,,Under-Patron
3234970,,,,,,,Under-Patron
3234974,,,,,,,Under-Patron
3234996,,,,,,,Under-Patron
3235006,1,2,2,1,1,4,Under-Patron
3235012,4,2,3,1,1,4,Under-Patron
3235031,1,1,1,1,1,1,Under-Patron
3235033,1,1,1,1,1,1,Under-Patron
3235044,2,2,3,1,1,4,Under-Patron
3235063,,,,,,,Under-Patron
3235065,,,,,,,Under-Patron
3235072,1,2,1,1,1,1,Under-Patron
3235078,,,,,,,Under-Patron
3235093,,,,,,,Under-Patron
3235127,,,,,,,Under-Patron
3235187,,,,,,,Under-Patron
3235188,,,,,,,Under-Patron
3235191,,,,,,,Under-Patron
3235194,,,,,,,Under-Patron
3235196,,,,,,,Under-Patron
3235264,,,,,,,Under-Patron
3235282,2,1,2,1,1,3,Under-Patron
3235331,,,,,,,Under-Patron
3235362,,,,,,,Under-Patron
3235364,,,,,,,Under-Patron
3235373,1,1,1,1,1,1,Under-Patron
3235408,,,,,,,Under-Patron
3235451,,,,,,,Under-Patron
3235481,,,,,,,Under-Patron
3235582,,,,,,,Under-Patron
3235599,1,2,2,1,1,4,Under-Patron
3235610,,,,,,,Under-Patron
3235615,1,1,1,1,1,1,Under-Patron
3235618,,,,,,,Under-Patron
3235658,,,,,,,Under-Patron
3235665,1,2,1,1,1,1,Under-Patron
3235705,,,,,,,Under-Patron
3235748,,,,,,,Under-Patron
3235753,4,1,3,1,1,4,Under-Patron
3235796,1,2,2,1,1,4,Under-Patron
3235809,,,,,,,Under-Patron
3235872,1,1,1,1,1,1,Under-Patron
3235891,,,,,,,Under-Patron
3235897,,,,,,,Under-Patron
3235931,,,,,,,Under-Patron
3235964,,,,,,,Under-Patron
3236164,,,,,,,Under-Patron
3236236,1,1,1,1,1,1,Under-Patron
3236262,,,,,,,Under-Patron
3236264,,,,,,,Under-Patron
3236294,,,,,,,Under-Patron
3236310,,,,,,,Under-Patron
3236381,1,1,1,1,1,1,Under-Patron
3236429,,,,,,,Under-Patron
3236453,,,,,,,Under-Patron
3236455,1,1,1,1,1,1,Under-Patron
3236486,,,,,,,Under-Patron
3236487,1,1,1,1,1,2,Under-Patron
3236493,,,,,,,Under-Patron
3236497,1,1,1,1,1,1,Under-Patron
3236537,1,1,2,1,1,4,Under-Patron
3236538,1,1,1,1,1,1,Under-Patron
3236562,1,1,1,1,1,2,Under-Patron
3236588,3,2,3,1,1,4,Under-Patron
3236589,1,2,2,1,1,2,Under-Patron
3236603,1,1,1,1,1,1,Under-Patron
3236617,1,1,2,,,4,Under-Patron
3236738,1,4,3,1,1,4,Under-Patron
3236740,2,1,2,1,1,3,Under-Patron
3236762,1,1,1,1,1,2,Under-Patron
3236793,,,,,,,Under-Patron
3236898,,,,,,,Under-Patron
3236915,,,,,,,Under-Patron
3236947,,,,,,,Under-Patron
3236973,4,2,3,1,1,4,Under-Patron
3236980,1,1,1,1,1,1,Under-Patron
3236990,4,2,3,1,1,4,Under-Patron
3236993,,,,,,,Under-Patron
3237040,4,1,3,1,1,4,Under-Patron
3237044,4,2,3,1,1,4,Under-Patron
3237045,1,2,2,1,1,4,Under-Patron
3237048,2,1,2,1,1,4,Under-Patron
3237049,3,1,3,1,1,4,Under-Patron
3237053,,,,,,,Under-Patron
3237067,,,,,,,Under-Patron
3237073,1,1,1,1,1,1,Under-Patron
3237076,1,2,1,1,1,1,Under-Patron
3237101,1,1,1,1,1,1,Under-Patron
3237106,1,1,1,1,1,1,Under-Patron
3237158,,,,,,,Under-Patron
3237200,,,,,,,Under-Patron
3237309,,,,,,,Under-Patron
3237311,4,2,3,1,1,4,Under-Patron
3237346,,,,,,,Under-Patron
3237353,1,1,2,1,1,3,Under-Patron
3237354,,,,,,,Under-Patron
3237461,1,1,1,1,1,1,Under-Patron
3237509,,,,,,,Under-Patron
3237516,,,,,,,Under-Patron
3237603,,,,,,,Under-Patron
3237622,,,,,,,Under-Patron
3237644,,,,,,,Under-Patron
3237651,1,1,1,1,1,1,Under-Patron
3237679,,,,,,,Under-Patron
3237733,,,,,,,Under-Patron
3237763,1,2,2,1,1,4,Under-Patron
3237812,,,,,,,Under-Patron
3237817,,,,,,,Under-Patron
3237820,,,,,,,Under-Patron
3237848,,,,,,,Under-Patron
3237897,,,,,,,Under-Patron
3237914,,,,,,,Under-Patron
3237920,,,,,,,Under-Patron
3237955,,,,,,,Under-Patron
3237989,,,,,,,Under-Patron
3238028,1,1,2,1,1,4,Under-Patron
3238050,,,,,,,Under-Patron
3238126,1,2,2,1,1,3,Under-Patron
3238289,,,,,,,Under-Patron
3238401,,,,,,,Under-Patron
3238404,,,,,,,Under-Patron
3238409,,,,,,,Under-Patron
3238495,,,,,,,Under-Patron
3238520,,,,,,,Under-Patron
3238525,,,,,,,Under-Patron
3238530,,,,,,,Under-Patron
3238582,,,,,,,Under-Patron
3238584,,,,,,,Under-Patron
3238644,,,,,,,Under-Patron
3238668,,,,,,,Under-Patron
3238683,,,,,,,Under-Patron
3238748,,,,,,,Under-Patron
3238766,,,,,,,Under-Patron
3238769,,,,,,,Under-Patron
3238771,1,1,1,1,1,1,Under-Patron
3238772,,,,,,,Under-Patron
3238825,,,,,,,Under-Patron
3238827,,,,,,,Under-Patron
3238861,,,,,,,Under-Patron
3238908,,,,,,,Under-Patron
3239026,,,,,,,Under-Patron
3239038,,,,,,,Under-Patron
3239072,,,,,,,Under-Patron
3239079,,,,,,,Under-Patron
3239107,,,,,,,Under-Patron
3239126,,,,,,,Under-Patron
3239144,,,,,,,Under-Patron
3239189,,,,,,,Under-Patron
3239218,,,,,,,Under-Patron
3239258,,,,,,,Under-Patron
3239271,,,,,,,Under-Patron
3239279,,,,,,,Under-Patron
3239316,,,,,,,Under-Patron
3239322,,,,,,,Under-Patron
3239356,,,,,,,Under-Patron
3239357,,,,,,,Under-Patron
3239375,,,,,,,Under-Patron
3239378,1,2,2,1,1,3,Under-Patron
3239385,,,,,,,Under-Patron
3239398,,,,,,,Under-Patron
3239413,,,,,,,Under-Patron
3239421,,,,,,,Under-Patron
3239426,,,,,,,Under-Patron
3239447,,,,,,,Under-Patron
3239453,,,,,,,Under-Patron
3239455,,,,,,,Under-Patron
3239509,,,,,,,Under-Patron
3239519,,,,,,,Under-Patron
3239576,,,,,,,Under-Patron
3239586,1,2,2,1,1,4,Under-Patron
3239604,,,,,,,Under-Patron
3239612,,,,,,,Under-Patron
3239646,,,,,,,Under-Patron
3239648,,,,,,,Under-Patron
3239654,,,,,,,Under-Patron
3239672,,,,,,,Under-Patron
3239674,,,,,,,Under-Patron
3239721,,,,,,,Under-Patron
3239724,,,,,,,Under-Patron
3239728,,,,,,,Under-Patron
3239741,,,,,,,Under-Patron
3239743,,,,,,,Under-Patron
3239769,,,,,,,Under-Patron
3239780,,,,,,,Under-Patron
3239792,,,,,,,Under-Patron
3239805,,,,,,,Under-Patron
3239870,,,,,,,Under-Patron
3239947,,,,,,,Under-Patron
3239955,,,,,,,Under-Patron
3239977,,,,,,,Under-Patron
3240003,,,,,,,Under-Patron
3240085,,,,,,,Under-Patron
3240108,,,,,,,Under-Patron
3240189,,,,,,,Under-Patron
3240230,,,,,,,Under-Patron
3240321,,,,,,,Under-Patron
3240350,,,,,,,Under-Patron
3240369,,,,,,,Under-Patron
3240385,,,,,,,Under-Patron
3240396,,,,,,,Under-Patron
3240399,3,2,3,1,1,4,Under-Patron
3240482,,,,,,,Under-Patron
3240579,,,,,,,Under-Patron
3240599,,,,,,,Under-Patron
3240603,1,4,3,1,1,4,Under-Patron
3240642,,,,,,,Under-Patron
3240678,1,1,1,1,1,1,Under-Patron
3240736,,,,,,,Under-Patron
3240738,1,1,1,1,1,1,Under-Patron
3240741,,,,,,,Under-Patron
3240791,,,,,,,Under-Patron
3240816,,,,,,,Under-Patron
3240870,4,2,3,1,1,4,Under-Patron
3240943,1,1,2,1,1,3,Under-Patron
3240944,,,,,,,Under-Patron
3240959,,,,,,,Under-Patron
3240963,,,,,,,Under-Patron
3241016,,,,,,,Under-Patron
3241167,,,,,,,Under-Patron
3241182,,,,,,,Under-Patron
3241193,,,,,,,Under-Patron
3241207,,,,,,,Under-Patron
3241238,1,2,2,1,1,4,Under-Patron
3241258,,,,,,,Under-Patron
3241322,,,,,,,Under-Patron
3241333,1,2,1,1,1,1,Under-Patron
3241350,,,,,,,Under-Patron
3241351,,,,,,,Under-Patron
3241394,,,,,,,Under-Patron
3241395,,,,,,,Under-Patron
3241405,,,,,,,Under-Patron
3241411,,,,,,,Under-Patron
3241424,,,,,,,Under-Patron
3241457,,,,,,,Under-Patron
3241458,,,,,,,Under-Patron
3241486,,,,,,,Under-Patron
3241487,,,,,,,Under-Patron
3241488,,,,,,,Under-Patron
3241489,,,,,,,Under-Patron
3241490,,,,,,,Under-Patron
3241491,1,1,2,1,1,4,Under-Patron
3241492,,,,,,,Under-Patron
3241493,,,,,,,Under-Patron
3241494,,,,,,,Under-Patron
3241495,,,,,,,Under-Patron
3241496,,,,,,,Under-Patron
3241498,,,,,,,Under-Patron
3241512,,,,,,,Under-Patron
3241522,,,,,,,Under-Patron
3241525,,,,,,,Under-Patron
3241562,,,,,,,Under-Patron
3241610,,,,,,,Under-Patron
3241647,,,,,,,Under-Patron
3241677,1,2,2,1,1,4,Under-Patron
3241822,,,,,,,Under-Patron
3241857,4,2,3,,,4,Under-Patron
3241921,,,,,,,Under-Patron
3241934,,,,,,,Under-Patron
3241948,,,,,,,Under-Patron
3242001,,,,,,,Under-Patron
3242063,,,,,,,Under-Patron
3242175,,,,,,,Under-Patron
3242177,,,,,,,Under-Patron
3242182,,,,,,,Under-Patron
3242196,1,1,1,1,1,1,Under-Patron
3242221,,,,,,,Under-Patron
3242399,,,,,,,Under-Patron
3242520,,,,,,,Under-Patron
3242662,,,,,,,Under-Patron
3242915,1,1,1,1,1,1,Under-Patron
3243008,,,,,,,Under-Patron
3243161,,,,,,,Under-Patron
3243175,,,,,,,Under-Patron
3243187,,,,,,,Under-Patron
3243214,,,,,,,Under-Patron
3243219,,,,,,,Under-Patron
3243223,,,,,,,Under-Patron
3243412,,,,,,,Under-Patron
3243627,,,,,,,Under-Patron
3243632,1,1,2,1,1,3,Under-Patron
3243658,,,,,,,Under-Patron
3243720,,,,,,,Under-Patron
3243744,,,,,,,Under-Patron
3243855,,,,,,,Under-Patron
3243878,,,,,,,Under-Patron
3243888,,,,,,,Under-Patron
3243956,,,,,,,Under-Patron
3244033,,,,,,,Under-Patron
3244183,1,1,1,1,1,1,Under-Patron
3244185,1,1,1,1,1,1,Under-Patron
3244212,1,1,2,1,1,3,Under-Patron
3244234,1,1,1,1,1,2,Under-Patron
3244452,,,,,,,Under-Patron
3244615,,,,,,,Under-Patron
3244664,1,2,1,1,1,1,Under-Patron
3244712,,,,,,,Under-Patron
3244885,,,,,,,Under-Patron
3244923,,,,,,,Under-Patron
3244930,,,,,,,Under-Patron
3244960,,,,,,,Under-Patron
3244971,,,,,,,Under-Patron
3244980,,,,,,,Under-Patron
3245003,,,,,,,Under-Patron
3245038,,,,,,,Under-Patron
3245040,,,,,,,Under-Patron
3245054,,,,,,,Under-Patron
3245069,,,,,,,Under-Patron
3245078,,,,,,,Under-Patron
3245125,,,,,,,Under-Patron
3245132,,,,,,,Under-Patron
3245179,,,,,,,Under-Patron
3245201,,,,,,,Under-Patron
3245321,,,,,,,Under-Patron
3245324,,,,,,,Under-Patron
3245423,,,,,,,Under-Patron
3245438,,,,,,,Under-Patron
3245456,,,,,,,Under-Patron
3245566,,,,,,,Under-Patron
3245577,,,,,,,Under-Patron
3245632,,,,,,,Under-Patron
3245645,1,1,1,1,1,1,Under-Patron
3245656,,,,,,,Under-Patron
3245715,,,,,,,Under-Patron
3245813,,,,,,,Under-Patron
3245908,,,,,,,Under-Patron
3245978,,,,,,,Under-Patron
3246000,,,,,,,Under-Patron
3246011,,,,,,,Under-Patron
3246014,,,,,,,Under-Patron
3246027,,,,,,,Under-Patron
3246039,,,,,,,Under-Patron
3246151,,,,,,,Under-Patron
3246317,,,,,,,Under-Patron
3246341,,,,,,,Under-Patron
3246356,,,,,,,Under-Patron
3246386,,,,,,,Under-Patron
3246451,1,1,1,1,1,1,Under-Patron
3246490,,,,,,,Under-Patron
3246502,,,,,,,Under-Patron
3246507,,,,,,,Under-Patron
3246572,,,,,,,Under-Patron
3246587,,,,,,,Under-Patron
3246606,,,,,,,Under-Patron
3246607,,,,,,,Under-Patron
3246678,,,,,,,Under-Patron
3246716,,,,,,,Under-Patron
3246723,,,,,,,Under-Patron
3246792,,,,,,,Under-Patron
3246888,,,,,,,Under-Patron
3246903,,,,,,,Under-Patron
3246925,,,,,,,Under-Patron
3246989,,,,,,,Under-Patron
3247021,,,,,,,Under-Patron
