customer_no,Days Since Last Ticket Order,Days Since Last Gift,Days Since Last Activity Date,Contribution_Last_Amount,Contribution_last_year_giving,Days since Last Contribution,Donor_Category
3223651,916,916,321,10,,916,Under-Patron
3223655,176,564,176,25,,565,Under-Patron
3223658,916,916,321,6,,916,Under-Patron
3223665,565,916,321,10,,916,Under-Patron
3223688,360,358,207,40,40,359,Under-Patron
3223695,462,251,247,25,25,252,Under-Patron
3223698,266,264,81,10,10,265,Under-Patron
3223745,49,364,7,10000,10000,20,Under-Patron
3223750,180,179,138,10,10,180,Under-Patron
3223800,200,197,138,10,10,198,Under-Patron
3223805,273,705,194,54,,706,Under-Patron
3223807,202,201,138,10,10,202,Under-Patron
3223824,159,158,138,10,10,159,Under-Patron
3223831,914,258,258,25,25,259,Under-Patron
3223833,914,911,321,10,,912,Under-Patron
3223836,914,911,321,12.7,,912,Under-Patron
3223850,180,323,180,2,2,324,Under-Patron
3223854,913,736,321,100,,737,Under-Patron
3223857,913,911,321,10,,912,Under-Patron
3223889,912,911,321,10,,912,Under-Patron
3223895,912,911,321,24,,912,Under-Patron
3223902,911,911,321,10,,912,Under-Patron
3223908,911,910,321,10,,911,Under-Patron
3223915,911,910,321,10,,911,Under-Patron
3223918,911,910,321,10,,911,Under-Patron
3223923,906,904,321,10,,905,Under-Patron
3223938,45868,45868,321,400,,911,Under-Patron
3223944,909,908,321,11.5,,909,Under-Patron
3223947,156,155,138,10,10,156,Under-Patron
3223954,910,903,321,10,,904,Under-Patron
3223955,910,909,321,17.5,,910,Under-Patron
3223960,813,333,22,200,200,334,Under-Patron
3223976,197,909,197,10,,910,Under-Patron
3223998,909,908,321,13.5,,909,Under-Patron
3224000,909,908,321,10,,909,Under-Patron
3224002,157,908,7,10,,909,Under-Patron
3224009,909,908,321,3,,909,Under-Patron
3224041,45868,903,321,100,,904,Under-Patron
3224069,907,904,321,10,,905,Under-Patron
3224074,172,904,171,20,,905,Under-Patron
3224080,907,904,321,10,,905,Under-Patron
3224089,176,175,7,10,10,176,Under-Patron
3224099,906,904,321,10,,905,Under-Patron
3224124,189,57,57,200,210,58,Under-Patron
3224126,906,904,321,10,,905,Under-Patron
3224137,905,904,321,100,,905,Under-Patron
3224141,535,533,321,10,,534,Under-Patron
3224145,905,904,321,20,,905,Under-Patron
3224204,127,175,4,5000,55000,176,Under-Patron
3224207,198,538,198,10,,539,Under-Patron
3224208,64,57,57,45,45,58,Under-Patron
3224220,903,902,321,10,,903,Under-Patron
3224227,903,902,321,10,,903,Under-Patron
3224228,696,623,22,500,,624,Under-Patron
3224237,202,902,202,10,,903,Under-Patron
3224238,903,902,321,12,,903,Under-Patron
3224239,903,902,321,10,,903,Under-Patron
3224247,903,902,321,11,,903,Under-Patron
3224257,529,902,321,10,,903,Under-Patron
3224286,809,806,321,10,,807,Under-Patron
3224296,154,152,138,10,10,153,Under-Patron
3224299,182,901,182,10,,902,Under-Patron
3224302,539,901,321,10,,902,Under-Patron
3224315,200,900,200,10,,901,Under-Patron
3224318,300,300,158,15,15,300,Under-Patron
3224321,901,900,321,5,,901,Under-Patron
3224322,132,106,69,10,10,107,Under-Patron
3224326,847,846,231,25,,847,Under-Patron
3224331,901,900,321,10,,901,Under-Patron
3224333,566,900,321,10,,901,Under-Patron
3224343,900,895,321,125,,896,Under-Patron
3224345,45868,897,359,485.5,,786,Under-Patron
3224368,152,546,152,10,,547,Under-Patron
3224373,461,897,321,5,,898,Under-Patron
3224383,899,897,321,10,,898,Under-Patron
3224396,899,897,321,10,,898,Under-Patron
3224411,180,547,173,10,,548,Under-Patron
3224413,898,897,321,10,,898,Under-Patron
3224415,899,897,321,5,,898,Under-Patron
3224428,898,15,15,25,25,16,Under-Patron
3224429,898,897,321,3,,898,Under-Patron
3224457,45868,897,359,10,,898,Under-Patron
3224459,898,897,321,53.5,,898,Under-Patron
3224477,183,182,138,10,10,183,Under-Patron
3224481,545,545,321,10,,545,Under-Patron
3224500,196,545,196,10,,546,Under-Patron
3224505,897,896,321,2.5,,897,Under-Patron
3224521,489,488,235,10,,489,Under-Patron
3224543,896,895,321,10,,896,Under-Patron
3224553,896,895,321,11,,896,Under-Patron
3224568,177,175,138,10,10,176,Under-Patron
3224570,896,895,321,10,,896,Under-Patron
3224629,895,894,321,25,,895,Under-Patron
3224631,150,152,138,25,25,153,Under-Patron
3224637,538,537,321,10,,538,Under-Patron
3224641,895,894,321,5,,895,Under-Patron
3224644,156,155,138,10,10,156,Under-Patron
3224646,895,894,321,10,,895,Under-Patron
3224648,540,894,321,20,,895,Under-Patron
3224650,565,564,321,25,,565,Under-Patron
3224651,554,553,321,10,,554,Under-Patron
3224654,161,160,138,35,35,161,Under-Patron
3224656,202,894,202,10,,895,Under-Patron
3224660,541,540,321,10,,541,Under-Patron
3224672,894,890,321,50,,891,Under-Patron
3224681,894,893,321,20,,894,Under-Patron
3224700,48,893,48,10,,894,Under-Patron
3224704,894,893,321,10,,894,Under-Patron
3224705,894,49,49,25,25,50,Under-Patron
3224724,893,411,235,20,,412,Under-Patron
3224726,893,890,321,2,,891,Under-Patron
3224732,198,564,187,10,,565,Under-Patron
3224734,892,890,321,25,,891,Under-Patron
3224754,892,890,321,10,,891,Under-Patron
3224774,892,890,321,10,,891,Under-Patron
3224786,194,193,138,10,10,194,Under-Patron
3224798,892,890,321,10,,891,Under-Patron
3224800,892,890,321,10,,891,Under-Patron
3224811,542,540,321,10,,541,Under-Patron
3224816,151,890,151,10,,891,Under-Patron
3224817,6,174,6,10,10,175,Under-Patron
3224835,533,532,321,10,,533,Under-Patron
3224838,891,890,321,10,,891,Under-Patron
3224848,892,890,321,10,,891,Under-Patron
3224849,183,182,138,10,10,183,Under-Patron
3224873,892,411,235,15,,412,Under-Patron
3224880,892,890,321,10,,891,Under-Patron
3224891,891,890,321,5,,891,Under-Patron
3224897,891,890,321,25,,891,Under-Patron
3224900,154,153,138,20,20,154,Under-Patron
3224910,653,890,321,10,,891,Under-Patron
3224984,125,236,8,20,20,237,Under-Patron
3225020,886,883,321,20.75,,884,Under-Patron
3225022,247,246,246,15,15,247,Under-Patron
3225025,885,862,321,2.5,,863,Under-Patron
3225039,882,882,321,2.5,,883,Under-Patron
3225041,873,872,321,2.5,,873,Under-Patron
3225042,132,327,132,16,16,328,Under-Patron
3225076,198,256,197,50,50,257,Under-Patron
3225128,456,879,321,5,,880,Under-Patron
3225131,880,879,321,14.25,,880,Under-Patron
3225147,878,876,321,10,,877,Under-Patron
3225151,878,876,321,5,,877,Under-Patron
3225158,877,876,321,2.5,,877,Under-Patron
3225160,877,876,321,5,,877,Under-Patron
3225170,877,876,321,2.5,,877,Under-Patron
3225171,877,876,321,5,,877,Under-Patron
3225174,611,876,321,2.5,,877,Under-Patron
3225176,862,861,321,4,,862,Under-Patron
3225188,876,875,321,5,,876,Under-Patron
3225200,875,411,235,10,,411,Under-Patron
3225211,873,872,321,5,,873,Under-Patron
3225214,202,873,202,2.5,,874,Under-Patron
3225215,875,874,321,5,,875,Under-Patron
3225231,874,873,321,2.5,,874,Under-Patron
3225234,874,873,321,2.5,,874,Under-Patron
3225235,539,873,321,5,,874,Under-Patron
3225241,874,873,321,10,,874,Under-Patron
3225243,665,664,321,10,,665,Under-Patron
3225252,874,873,321,10,,874,Under-Patron
3225263,873,872,321,4,,873,Under-Patron
3225266,873,872,321,2.5,,873,Under-Patron
3225268,873,872,321,7.5,,873,Under-Patron
3225276,543,540,321,5,,541,Under-Patron
3225278,863,854,321,10,,855,Under-Patron
3225283,872,872,321,2.5,,873,Under-Patron
3225285,178,872,178,2.5,,873,Under-Patron
3225302,313,372,9,1,,372,Under-Patron
3225313,869,868,321,30,,869,Under-Patron
3225326,574,573,321,5,,574,Under-Patron
3225382,708,707,321,10,,708,Under-Patron
3225383,859,858,321,9,,859,Under-Patron
3225399,858,854,307,11.5,,855,Under-Patron
3225400,858,854,321,3,,855,Under-Patron
3225406,334,854,321,25,,855,Under-Patron
3225434,495,491,235,17.5,,492,Under-Patron
3225438,552,854,321,32.5,,855,Under-Patron
3225444,849,854,321,15,,855,Under-Patron
3225461,576,575,235,15,,577,Under-Patron
3225508,852,845,321,30.8,,846,Under-Patron
3225522,852,851,321,33.5,,852,Under-Patron
3225523,852,851,321,11.5,,852,Under-Patron
3225526,852,851,321,6.2,,852,Under-Patron
3225573,71,49,49,80,80,50,Under-Patron
3225618,846,846,321,17.25,,847,Under-Patron
3225665,844,841,321,6.25,,842,Under-Patron
3225666,844,711,648,339.85,,1275,Under-Patron
3225684,307,147,7,2000,4500,148,Under-Patron
3225702,573,571,321,1,,572,Under-Patron
3225707,342,840,321,15,,841,Under-Patron
3225712,568,567,321,1,,568,Under-Patron
3225743,840,839,321,10,,840,Under-Patron
3225747,840,839,321,17.5,,840,Under-Patron
3225751,839,823,321,96.1,,824,Under-Patron
3225817,110,109,69,15,15,110,Under-Patron
3225881,341,837,282,10.25,,838,Under-Patron
3225891,93,91,23,18,18,92,Under-Patron
3225951,610,834,321,31.25,,835,Under-Patron
3225969,45868,833,321,80,,834,Under-Patron
3226003,581,434,359,25,,435,Under-Patron
3226011,833,832,321,20,,833,Under-Patron
3226013,776,775,7,33.9,,776,Under-Patron
3226049,674,673,321,16,,674,Under-Patron
3226054,832,831,321,17,,832,Under-Patron
3226075,831,830,321,8.75,,831,Under-Patron
3226122,393,827,153,10.75,,828,Under-Patron
3226126,123,15,7,200,200,16,Under-Patron
3226130,830,823,321,11.1,,824,Under-Patron
3226132,173,244,173,10,10,245,Under-Patron
3226137,285,596,235,25,,597,Under-Patron
3226190,83,221,83,50,50,222,Under-Patron
3226192,828,827,321,8,,828,Under-Patron
3226197,69,589,22,100,,590,Under-Patron
3226202,308,35,35,25,25,36,Under-Patron
3226218,567,566,321,1,,567,Under-Patron
3226219,827,826,321,18.7,,827,Under-Patron
3226276,185,183,138,13,13,184,Under-Patron
3226280,577,543,22,500,,544,Under-Patron
3226282,825,824,321,41.5,,825,Under-Patron
3226301,824,616,321,25,,617,Under-Patron
3226309,641,637,321,1,,638,Under-Patron
3226316,88,456,35,12.5,,457,Under-Patron
3226339,823,820,321,100,,821,Under-Patron
3226354,823,820,321,11.5,,821,Under-Patron
3226369,173,610,148,2,,611,Under-Patron
3226400,821,820,321,10,,821,Under-Patron
3226402,9,8,8,7,7,9,Under-Patron
3226412,174,256,22,115,115,257,Under-Patron
3226435,180,819,173,10,,820,Under-Patron
3226447,708,707,321,5,,708,Under-Patron
3226450,819,819,321,20.75,,820,Under-Patron
3226473,819,818,321,3,,819,Under-Patron
3226485,818,817,321,6.25,,818,Under-Patron
3226494,818,817,321,13,,818,Under-Patron
3226503,817,817,321,10,,818,Under-Patron
3226544,628,627,321,10.5,,628,Under-Patron
3226553,286,596,22,100,,597,Under-Patron
3226571,816,813,321,7.85,,814,Under-Patron
3226579,87,635,22,100,,636,Under-Patron
3226593,45868,92,69,5,5,93,Under-Patron
3226594,45868,813,321,50,,814,Under-Patron
3226616,812,812,359,25,,813,Under-Patron
3226636,454,811,321,4.5,,812,Under-Patron
3226645,432,803,32,64,,804,Under-Patron
3226675,96,400,91,25,,401,Under-Patron
3226679,131,63,9,2500,3000,64,Under-Patron
3226734,403,400,75,10,,401,Under-Patron
3226740,132,104,7,2500,2850,104,Under-Patron
3226748,476,384,22,5000,,385,Under-Patron
3226754,98,221,22,100,100,222,Under-Patron
3226781,805,804,321,10,,805,Under-Patron
3226790,804,803,321,160.4,,804,Under-Patron
3226792,567,803,71,24,,804,Under-Patron
3226794,5766,803,321,5,,804,Under-Patron
3226830,356,715,321,10,,716,Under-Patron
3226833,707,798,291,2500,,799,Under-Patron
3226848,694,693,35,5,,694,Under-Patron
3226865,792,791,291,41.8,,792,Under-Patron
3226874,790,785,321,24,,786,Under-Patron
3226877,88,789,49,20,,790,Under-Patron
3226889,50,49,49,16.96,16.96,50,Under-Patron
3226905,434,433,6,50,,434,Under-Patron
3226939,781,778,321,20,,779,Under-Patron
3226950,104,208,22,250,250,211,Under-Patron
3227495,85,28,28,10,10,29,Under-Patron
3227498,45868,767,321,250,,768,Under-Patron
3227499,128,231,35,25,25,232,Under-Patron
3227522,721,718,321,15,,719,Under-Patron
3227526,164,553,164,5,,554,Under-Patron
3227533,757,753,321,64,,754,Under-Patron
3227536,45868,753,321,100,,754,Under-Patron
3227541,45868,753,321,25,,754,Under-Patron
3227543,45868,750,321,100,,751,Under-Patron
3227545,750,70,22,100,100,72,Under-Patron
3227546,750,223,22,100,100,224,Under-Patron
3227549,205,204,35,14.5,14.5,205,Under-Patron
3227566,495,372,47,1,,372,Under-Patron
3227567,549,747,321,14.1,,748,Under-Patron
3227570,45868,747,321,50,,748,Under-Patron
3227572,45868,747,321,50,,748,Under-Patron
3227576,45868,742,321,100,,743,Under-Patron
3227578,45868,742,321,50,,743,Under-Patron
3227582,45868,742,321,20,,743,Under-Patron
3227584,497,496,235,15,,497,Under-Patron
3227588,45868,743,321,70,,744,Under-Patron
3227681,45868,729,321,100,,730,Under-Patron
3227706,322,726,22,250,,727,Under-Patron
3227712,197,57,56,50,50,58,Under-Patron
3227716,123,223,9,10000,10000,224,Under-Patron
3227726,721,718,321,1,,719,Under-Patron
3227727,115,114,22,120,170,114,Under-Patron
3227735,721,718,321,5,,719,Under-Patron
3227741,720,718,321,1,,719,Under-Patron
3227766,720,718,321,10,,719,Under-Patron
3227783,455,708,259,10,,709,Under-Patron
3227818,717,715,321,15,,716,Under-Patron
3227819,350,350,321,15,15,351,Under-Patron
3227826,717,715,321,17,,716,Under-Patron
3227833,714,713,321,1,,714,Under-Patron
3227846,716,715,321,5,,716,Under-Patron
3227880,715,714,321,10,,715,Under-Patron
3227898,714,713,321,12.5,,714,Under-Patron
3227913,516,512,90,15,,513,Under-Patron
3227927,714,713,321,5,,714,Under-Patron
3227933,709,713,0,5,,714,Under-Patron
3227934,447,713,22,100,,714,Under-Patron
3227939,714,713,176,1,,714,Under-Patron
3227987,713,712,321,3,,713,Under-Patron
3228006,101,708,32,1,,709,Under-Patron
3228021,98,97,71,12,12,98,Under-Patron
3228083,711,708,321,13,,709,Under-Patron
3228111,230,609,230,1,,610,Under-Patron
3228119,710,708,321,5,,709,Under-Patron
3228128,488,708,35,7,,709,Under-Patron
3228136,710,708,321,2,,709,Under-Patron
3228139,187,183,134,15,15,184,Under-Patron
3228154,171,708,95,13,,709,Under-Patron
3228222,708,215,22,75,100,216,Under-Patron
3228236,86,15,7,1000,1000,16,Under-Patron
3228277,118,211,91,50,50,212,Under-Patron
3228292,279,701,6,2500,2500,176,Under-Patron
3228302,704,701,321,19.5,,702,Under-Patron
3228316,702,701,28,15,,702,Under-Patron
3228399,700,698,321,15,,699,Under-Patron
3228406,699,698,321,1,,699,Under-Patron
3228416,454,637,214,13.9,,638,Under-Patron
3228445,137,134,22,19,44,135,Under-Patron
3228446,358,693,321,1,,694,Under-Patron
3228453,694,693,321,15,,694,Under-Patron
3228516,648,691,35,10,,692,Under-Patron
3228547,691,691,321,13,,691,Under-Patron
3228557,690,687,321,1,,688,Under-Patron
3228568,45868,677,321,15,,688,Under-Patron
3228569,45868,313,7,2000,3000,261,Under-Patron
3228648,686,685,321,5,,686,Under-Patron
3228696,421,112,112,20,20,113,Under-Patron
3228714,684,680,321,10,,681,Under-Patron
3228715,565,564,321,10,,565,Under-Patron
3228723,683,680,321,10,,681,Under-Patron
3228727,683,680,321,15,,681,Under-Patron
3228734,682,680,321,5,,681,Under-Patron
3228760,641,673,321,10,,674,Under-Patron
3228768,657,656,12,10,,657,Under-Patron
3228772,648,645,359,1,,646,Under-Patron
3228777,559,19,19,25,25,20,Under-Patron
3228785,679,678,321,5,,679,Under-Patron
3228796,461,54,22,500,500,55,Under-Patron
3228807,678,677,40,1,,678,Under-Patron
3228822,110,239,110,25,25,240,Under-Patron
3228840,173,169,36,17,17,170,Under-Patron
3228869,675,673,321,5,,674,Under-Patron
3228883,331,329,35,19,19,330,Under-Patron
3228890,674,673,321,10,,674,Under-Patron
3228937,673,672,321,10,,673,Under-Patron
3228965,342,340,335,11,11,341,Under-Patron
3229008,670,669,321,5,,670,Under-Patron
3229013,427,669,321,1,,670,Under-Patron
3229016,670,666,321,5,,667,Under-Patron
3229027,669,666,321,15,,667,Under-Patron
3229034,189,666,189,5,,667,Under-Patron
3229045,358,666,35,15,,667,Under-Patron
3229063,153,152,134,20,20,153,Under-Patron
3229162,663,664,321,1,,665,Under-Patron
3229165,78,649,15,5,,650,Under-Patron
3229177,665,664,321,5,,665,Under-Patron
3229184,86,90,22,100,100,91,Under-Patron
3229206,664,648,321,1,,649,Under-Patron
3229208,660,659,321,5,,660,Under-Patron
3229246,491,490,235,10,,491,Under-Patron
3229254,663,659,321,1,,660,Under-Patron
3229288,662,659,321,5,,660,Under-Patron
3229305,660,211,22,200,200,212,Under-Patron
3229374,659,658,321,15,,659,Under-Patron
3229381,659,658,321,5,,659,Under-Patron
3229489,610,609,321,1,,610,Under-Patron
3229504,280,655,274,5,,656,Under-Patron
3229508,658,657,321,1,,658,Under-Patron
3229532,657,656,321,5,,657,Under-Patron
3229571,656,655,22,100,,656,Under-Patron
3229587,656,655,321,5,,656,Under-Patron
3229626,8,652,8,5,,653,Under-Patron
3229661,358,27,21,25,25,28,Under-Patron
3229663,653,652,321,5,,653,Under-Patron
3229664,653,652,321,19,,653,Under-Patron
3229709,180,651,180,5,,652,Under-Patron
3229716,168,154,138,10,10,155,Under-Patron
3229737,201,524,201,10,,525,Under-Patron
3229901,651,642,321,2.5,,643,Under-Patron
3229975,650,649,321,5,,650,Under-Patron
3230054,649,648,321,1,,649,Under-Patron
3230056,649,221,134,50,50,222,Under-Patron
3230089,45868,645,0,500,,646,Under-Patron
3230103,648,645,28,13,,646,Under-Patron
3230121,86,221,22,100,100,222,Under-Patron
3230132,647,645,321,1,,646,Under-Patron
3230142,647,645,321,5,,646,Under-Patron
3230156,610,239,22,100,100,240,Under-Patron
3230168,641,645,321,15,,646,Under-Patron
3230171,641,645,321,1,,646,Under-Patron
3230178,646,645,321,1,,646,Under-Patron
3230203,645,644,49,1,,645,Under-Patron
3230249,645,644,321,15,,645,Under-Patron
3230274,645,644,321,15,,645,Under-Patron
3230276,645,644,359,11.3,,645,Under-Patron
3230308,644,643,321,15,,644,Under-Patron
3230321,184,183,134,10,10,184,Under-Patron
3230325,642,643,321,5,,644,Under-Patron
3230326,655,643,22,500,,644,Under-Patron
3230366,643,642,321,5,,643,Under-Patron
3230378,643,642,321,12.6,,643,Under-Patron
3230392,203,201,134,10,10,202,Under-Patron
3230478,193,190,134,5,5,191,Under-Patron
3230494,641,637,22,2500,,568,Under-Patron
3230519,641,637,321,1,,638,Under-Patron
3230524,556,554,321,10,,555,Under-Patron
3230543,640,637,321,10,,638,Under-Patron
3230545,640,637,321,5,,638,Under-Patron
3230562,299,637,299,15,,638,Under-Patron
3230563,637,637,321,2,,638,Under-Patron
3230567,640,637,321,5,,638,Under-Patron
3230577,612,610,321,1,,611,Under-Patron
3230582,82,637,82,1,,638,Under-Patron
3230608,639,637,321,10,,638,Under-Patron
3230668,190,189,134,10,10,190,Under-Patron
3230672,358,357,35,15,15,358,Under-Patron
3230700,178,27,27,25,25,28,Under-Patron
3230705,637,635,321,5,,636,Under-Patron
3230765,636,635,321,1,,636,Under-Patron
3230830,113,634,7,3,,635,Under-Patron
3230924,634,631,321,20,,632,Under-Patron
3230925,634,631,321,5,,632,Under-Patron
3230932,633,631,321,1,,632,Under-Patron
3230948,633,631,321,5,,632,Under-Patron
3230954,632,631,321,5,,632,Under-Patron
3230955,632,631,293,1,,632,Under-Patron
3230964,166,540,166,10,,541,Under-Patron
3230968,521,630,321,1,,631,Under-Patron
3230985,631,631,321,5,,632,Under-Patron
3231015,631,630,321,5,,631,Under-Patron
3231018,631,568,321,10,,569,Under-Patron
3231043,550,629,321,13,,630,Under-Patron
3231081,628,627,321,1,,628,Under-Patron
3231104,629,627,321,5,,628,Under-Patron
3231116,513,512,235,10,,513,Under-Patron
3231118,185,531,185,10,,532,Under-Patron
3231186,628,627,321,1,,628,Under-Patron
3231205,628,627,321,1,,628,Under-Patron
3231222,456,477,158,15,,478,Under-Patron
3231236,626,624,321,15,,625,Under-Patron
3231246,625,624,321,1,,625,Under-Patron
3231249,624,623,321,1,,624,Under-Patron
3231254,624,623,321,1,,624,Under-Patron
3231283,622,621,49,12.5,,622,Under-Patron
3231293,45868,133,22,2000,2000,134,Under-Patron
3231347,617,616,321,10,,617,Under-Patron
3231352,184,183,134,5,5,184,Under-Patron
3231395,358,357,321,17,17,358,Under-Patron
3231421,615,610,321,15,,611,Under-Patron
3231453,478,477,158,1,,478,Under-Patron
3231461,435,610,269,10,,611,Under-Patron
3231464,612,610,321,5,,611,Under-Patron
3231465,612,610,321,5,,611,Under-Patron
3231475,329,610,321,5,,611,Under-Patron
3231503,610,609,321,15,,610,Under-Patron
3231513,220,603,220,1,,604,Under-Patron
3231559,609,608,321,5,,609,Under-Patron
3231607,607,27,21,50,50,27,Under-Patron
3231616,97,404,7,17,,405,Under-Patron
3231624,391,384,36,10,,385,Under-Patron
3231645,45868,603,235,10,,604,Under-Patron
3231670,45868,601,235,25,,602,Under-Patron
3231678,289,601,35,5,,602,Under-Patron
3231690,239,601,208,1,,602,Under-Patron
3231700,602,601,235,17.5,,602,Under-Patron
3231718,346,344,291,10,10,345,Under-Patron
3231726,469,599,235,5,,600,Under-Patron
3231728,601,599,235,10,,600,Under-Patron
3231742,488,487,35,5,,488,Under-Patron
3231744,600,599,235,10,,600,Under-Patron
3231750,600,599,235,5,,600,Under-Patron
3231764,598,596,235,5,,597,Under-Patron
3231796,557,592,235,10,,593,Under-Patron
3231798,440,439,321,10,,440,Under-Patron
3231809,599,596,235,5,,597,Under-Patron
3231810,67,363,22,200,200,364,Under-Patron
3231816,45868,596,27,1,,597,Under-Patron
3231874,597,596,235,2,,597,Under-Patron
3231882,220,400,166,50,,401,Under-Patron
3231891,596,595,235,10,,596,Under-Patron
3231894,596,595,35,15,,596,Under-Patron
3231907,596,594,235,5,,595,Under-Patron
3231912,595,594,235,10,,595,Under-Patron
3231920,343,342,35,15,15,343,Under-Patron
3231923,595,594,235,5,,595,Under-Patron
3231964,594,592,235,15,,593,Under-Patron
3232017,591,589,235,3,,590,Under-Patron
3232061,593,592,235,5,,593,Under-Patron
3232122,453,452,235,15,,453,Under-Patron
3232145,591,589,235,2,,590,Under-Patron
3232146,45868,589,235,50,,590,Under-Patron
3232148,591,589,235,2,,590,Under-Patron
3232156,591,589,235,1,,590,Under-Patron
3232171,275,274,35,5,5,275,Under-Patron
3232175,45868,589,235,50,,590,Under-Patron
3232187,531,530,321,1,,531,Under-Patron
3232196,590,589,235,10,,590,Under-Patron
3232213,590,589,235,5,,590,Under-Patron
3232241,572,571,321,2,,572,Under-Patron
3232246,446,588,235,12,,589,Under-Patron
3232262,589,588,235,13,,589,Under-Patron
3232278,65,588,65,4,,589,Under-Patron
3232313,589,588,235,1,,589,Under-Patron
3232390,562,587,235,10,,588,Under-Patron
3232485,230,229,229,11,11,230,Under-Patron
3232490,11,1,1,25,25,2,Under-Patron
3232497,586,586,235,1,,587,Under-Patron
3232509,586,585,235,10,,586,Under-Patron
3232532,132,28,14,25,25,29,Under-Patron
3232536,535,47,22,500,500,48,Under-Patron
3232537,586,585,235,1,,586,Under-Patron
3232550,45868,585,235,25,,586,Under-Patron
3232555,398,397,44,96,,398,Under-Patron
3232570,585,581,235,5,,582,Under-Patron
3232579,562,581,235,1,,582,Under-Patron
3232583,585,581,235,12.5,,582,Under-Patron
3232587,585,407,235,25,,408,Under-Patron
3232593,585,581,235,12.5,,582,Under-Patron
3232602,87,581,86,15,,582,Under-Patron
3232634,357,368,49,5,,369,Under-Patron
3232666,572,571,321,5,,572,Under-Patron
3232673,584,581,235,5,,582,Under-Patron
3232697,450,581,235,5,,582,Under-Patron
3232716,583,581,235,5,,582,Under-Patron
3232717,583,581,235,12.5,,582,Under-Patron
3232723,583,581,235,1,,582,Under-Patron
3232739,583,581,35,5,,582,Under-Patron
3232748,582,581,235,17.5,,582,Under-Patron
3232761,278,221,134,50,50,222,Under-Patron
3232774,581,580,35,5,,581,Under-Patron
3232776,581,580,235,1,,581,Under-Patron
3232791,581,580,235,10,,581,Under-Patron
3232810,99,512,35,5,,513,Under-Patron
3232841,536,579,235,1,,580,Under-Patron
3232894,224,223,134,15,15,224,Under-Patron
3232911,579,578,235,15,,579,Under-Patron
3232943,578,575,235,1,,579,Under-Patron
3232962,496,575,235,15,,578,Under-Patron
3232979,577,575,235,5,,578,Under-Patron
3232980,577,575,235,10,,578,Under-Patron
3232985,577,575,235,1,,578,Under-Patron
3232998,45868,575,22,200,,577,Under-Patron
3232999,574,575,235,12.5,,577,Under-Patron
3233052,575,573,321,15,,574,Under-Patron
3233086,574,573,321,5,,574,Under-Patron
3233111,574,573,35,5,,574,Under-Patron
3233116,574,573,27,1,,574,Under-Patron
3233138,364,244,153,25,25,245,Under-Patron
3233152,573,244,244,50,50,245,Under-Patron
3233160,573,572,321,1,,573,Under-Patron
3233191,490,246,235,25,25,247,Under-Patron
3233193,573,572,321,12.5,,573,Under-Patron
3233207,561,571,321,1,,572,Under-Patron
3233310,131,495,7,14,,496,Under-Patron
3233337,571,568,321,1,,569,Under-Patron
3233353,570,207,134,50,50,208,Under-Patron
3233357,570,568,321,1,,569,Under-Patron
3233375,570,568,321,5,,569,Under-Patron
3233380,570,568,321,17.5,,569,Under-Patron
3233535,561,567,321,14.2,,568,Under-Patron
3233544,559,533,22,500,,534,Under-Patron
3233560,568,567,321,5,,568,Under-Patron
3233564,228,566,226,1,,567,Under-Patron
3233640,458,566,359,10,,567,Under-Patron
3233646,567,566,321,15,,567,Under-Patron
3233661,567,561,321,10,,567,Under-Patron
3233668,567,565,81,10,,566,Under-Patron
3233692,566,565,321,1,,566,Under-Patron
3233719,566,564,359,1,,565,Under-Patron
3233724,566,564,321,12.5,,565,Under-Patron
3233738,197,564,197,25,,565,Under-Patron
3233769,180,564,180,5,,565,Under-Patron
3233771,451,256,9,25,25,257,Under-Patron
3233789,565,564,321,12.5,,565,Under-Patron
3233801,565,564,28,10,,565,Under-Patron
3233811,202,201,134,10,10,202,Under-Patron
3233844,565,564,321,5,,565,Under-Patron
3233876,564,561,166,10,,562,Under-Patron
3233889,564,561,321,10,,562,Under-Patron
3233895,564,561,321,15,,562,Under-Patron
3233911,193,1,1,25,25,1,Under-Patron
3233920,563,561,321,10,,562,Under-Patron
3233929,444,190,32,10,10,191,Under-Patron
3233942,194,561,194,5,,562,Under-Patron
3233986,562,560,321,5,,561,Under-Patron
3234025,71,70,22,100,100,71,Under-Patron
3234030,203,201,134,10,10,202,Under-Patron
3234051,195,559,152,10,,560,Under-Patron
3234052,560,559,321,10,,560,Under-Patron
3234076,560,48,22,100,100,49,Under-Patron
3234086,560,559,321,15,,560,Under-Patron
3234087,560,559,321,17.5,,560,Under-Patron
3234100,538,559,321,2,,560,Under-Patron
3234123,559,558,321,13,,559,Under-Patron
3234137,559,558,321,1,,559,Under-Patron
3234207,559,48,48,25,25,49,Under-Patron
3234244,552,551,321,17.5,,552,Under-Patron
3234344,83,84,48,5,5,84,Under-Patron
3234362,89,89,89,61,61,90,Under-Patron
3234381,556,554,321,5,,555,Under-Patron
3234404,556,554,321,12.5,,555,Under-Patron
3234636,553,552,321,10,,553,Under-Patron
3234653,118,552,32,15,,553,Under-Patron
3234670,553,552,321,15,,553,Under-Patron
3234701,553,482,158,50,,483,Under-Patron
3234719,552,551,321,10,,552,Under-Patron
3234726,552,551,321,1,,552,Under-Patron
3234737,552,551,321,5,,552,Under-Patron
